herc_region,Date,Cases,Tests,Population,County,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
South Central,2020-06-02,2115,66019,1213106,South Central,313,14229,0.0219973293977089,0.0368593393440357,1.67562792180921,37,2335,0.0158458244111349,0.0305002200961829,1.924811187151
South Central,2020-06-03,2309,69762,1213106,South Central,466,16186,0.0287903126158408,0.0548768438796186,1.9060871138101,194,3743,0.0518300828212664,0.159920072936743,3.08546821135169
South Central,2020-06-04,2344,72646,1213106,South Central,434,16019,0.0270928272676197,0.051108476917928,1.88642094872878,35,2884,0.0121359223300971,0.0288515595504432,2.37736850695652
South Central,2020-06-05,2382,75255,1213106,South Central,411,15527,0.0264700199652219,0.048399963164213,1.82848230669278,38,2609,0.0145649674204676,0.0313245503690527,2.15067768191733
South Central,2020-06-06,2405,77320,1213106,South Central,359,15331,0.0234166068749592,0.0422763668514658,1.80540105905243,23,2065,0.011138014527845,0.0189595962760056,1.70224201347615
South Central,2020-06-07,2450,79647,1213106,South Central,387,16483,0.0234787356670509,0.045573687942945,1.94106226967329,45,2327,0.0193382036957456,0.0370948622791413,1.91821654496804
South Central,2020-06-08,2487,81251,1213106,South Central,409,17567,0.0232822906586213,0.0481644402291073,2.06871570050056,37,1604,0.0230673316708229,0.0305002200961829,1.32222575768317
South Central,2020-06-09,2526,83984,1213106,South Central,411,17965,0.0228778179794044,0.048399963164213,2.11558476458658,39,2733,0.0142700329308452,0.0321488806419225,2.25289463575318
South Central,2020-06-10,2561,86376,1213106,South Central,252,16614,0.0151679306608884,0.029675889823313,1.95648902192271,35,2392,0.0146321070234114,0.0288515595504432,1.97179801270458
South Central,2020-06-11,2593,87989,1213106,South Central,249,15343,0.016228899172261,0.0293226054206546,1.80681419666306,32,1613,0.0198388096714197,0.0263785687318338,1.329644730139
South Central,2020-06-12,2666,90640,1213106,South Central,284,15385,0.0184595385115372,0.0334442567850036,1.81176017830028,73,2651,0.027536778574123,0.0601761099194959,2.18529955337786
South Central,2020-06-13,2697,93012,1213106,South Central,292,15692,0.0186082080040785,0.0343863485254262,1.847912948839,31,2372,0.0130691399662732,0.025554238458964,1.95531140724718
South Central,2020-06-14,2728,94685,1213106,South Central,278,15038,0.0184865008644767,0.0327376879796866,1.77089694905945,31,1673,0.0185295875672445,0.025554238458964,1.37910454651119
South Central,2020-06-15,2745,95842,1213106,South Central,258,14591,0.0176821328216024,0.03038245862863,1.71825757306334,17,1157,0.0146931719965428,0.0140136146387867,0.953750125710367
South Central,2020-06-16,2771,99067,1213106,South Central,245,15083,0.0162434528939866,0.0288515595504432,1.77619621509933,26,3225,0.00806201550387597,0.021432587094615,2.65846513000513
South Central,2020-06-17,2808,101028,1213106,South Central,247,14652,0.0168577668577669,0.0290870824855489,1.72544102258406,37,1961,0.0188679245283019,0.0305002200961829,1.61651166509769
South Central,2020-06-18,2845,103144,1213106,South Central,252,15155,0.0166281755196305,0.029675889823313,1.78467504076313,37,2116,0.0174858223062382,0.0305002200961829,1.74428285739251
Southeast,2020-03-15,25,NA,2263662,Southeast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southeast,2020-03-16,31,NA,2263662,Southeast,NA,NA,NA,NA,NA,6,NA,NA,0.00265057239110786,NA
Southeast,2020-03-17,47,NA,2263662,Southeast,NA,NA,NA,NA,NA,16,NA,NA,0.00706819304295429,NA
Southeast,2020-03-18,75,NA,2263662,Southeast,NA,NA,NA,NA,NA,28,NA,NA,0.01236933782517,NA
Southeast,2020-03-19,108,NA,2263662,Southeast,NA,NA,NA,NA,NA,33,NA,NA,0.0145781481510932,NA
Southeast,2020-03-20,140,NA,2263662,Southeast,NA,NA,NA,NA,NA,32,NA,NA,0.0141363860859086,NA
Southeast,2020-03-21,193,NA,2263662,Southeast,NA,NA,NA,NA,NA,53,NA,NA,0.0234133894547861,NA
Southeast,2020-03-22,278,NA,2263662,Southeast,253,NA,NA,0.0159665432131021,NA,85,NA,NA,0.0375497755406947,NA
Southeast,2020-03-23,306,NA,2263662,Southeast,275,NA,NA,0.017354938275111,NA,28,NA,NA,0.01236933782517,NA
Southeast,2020-03-24,328,NA,2263662,Southeast,281,NA,NA,0.0177335914738407,NA,22,NA,NA,0.00971876543406215,NA
Southeast,2020-03-25,423,NA,2263662,Southeast,348,NA,NA,0.0219618855263223,NA,95,NA,NA,0.0419673961925411,NA
Southeast,2020-03-26,506,NA,2263662,Southeast,398,NA,NA,0.0251173288490697,NA,83,NA,NA,0.0366662514103254,NA
Southeast,2020-03-27,591,NA,2263662,Southeast,451,NA,NA,0.028462098771182,NA,85,NA,NA,0.0375497755406947,NA
Southeast,2020-03-28,699,NA,2263662,Southeast,506,NA,NA,0.0319330864262042,NA,108,NA,NA,0.0477103030399415,NA
Southeast,2020-03-29,793,NA,2263662,Southeast,515,NA,NA,0.0325010662242988,NA,94,NA,NA,0.0415256341273565,NA
Southeast,2020-03-30,866,7404,2263662,Southeast,560,NA,NA,0.0353409652147715,NA,73,NA,NA,0.032248630758479,NA
Southeast,2020-03-31,960,8115,2263662,Southeast,632,NA,NA,0.0398848035995278,NA,94,711,0.132208157524613,0.0415256341273565,0.314092828346281
Southeast,2020-04-01,1107,8852,2263662,Southeast,684,NA,NA,0.0431664646551851,NA,147,737,0.199457259158752,0.0649390235821426,0.325578642041082
Southeast,2020-04-02,1243,9768,2263662,Southeast,737,NA,NA,0.0465112345772974,NA,136,916,0.148471615720524,0.0600796408651115,0.404654051709133
Southeast,2020-04-03,1377,10491,2263662,Southeast,786,NA,NA,0.0496035690335899,NA,134,723,0.185338865836791,0.0591961167347422,0.319393973128497
Southeast,2020-04-04,1538,11352,2263662,Southeast,839,NA,NA,0.0529483389557022,NA,161,861,0.186991869918699,0.0711236924947276,0.380357138123978
Southeast,2020-04-05,1651,11780,2263662,Southeast,858,NA,NA,0.0541474074183463,NA,113,428,0.264018691588785,0.0499191133658647,0.189074163899027
Southeast,2020-04-06,1780,12394,2263662,Southeast,914,4990,0.183166332665331,0.0576815039398234,0.314913243610196,129,614,0.210097719869707,0.056987306408819,0.271241908023371
Southeast,2020-04-07,1887,13603,2263662,Southeast,927,5488,0.168913994169096,0.0585019192037378,0.34634145910476,107,1209,0.0885028949545079,0.0472685409747568,0.534090336808234
Southeast,2020-04-08,2031,14524,2263662,Southeast,924,5672,0.162905500705219,0.0583125926043729,0.357953490532471,144,921,0.156351791530945,0.0636137373865886,0.406862862035057
Southeast,2020-04-09,2129,15175,2263662,Southeast,886,5407,0.163861660810061,0.0559144556790849,0.341229640921909,98,651,0.150537634408602,0.043292682388095,0.287587104435203
Southeast,2020-04-10,2273,16018,2263662,Southeast,896,5527,0.162113262167541,0.0565455443436343,0.348802704896503,144,843,0.170818505338078,0.0636137373865886,0.372405420950654
Southeast,2020-04-11,2386,16719,2263662,Southeast,848,5367,0.158002608533631,0.0535163187537968,0.338705286263711,113,701,0.161198288159772,0.0499191133658647,0.309675207694435
Southeast,2020-04-12,2477,17293,2263662,Southeast,826,5513,0.149827680029022,0.0521279236917879,0.347919180766134,91,574,0.158536585365854,0.0402003479318025,0.253571425415985
Southeast,2020-04-13,2536,17591,2263662,Southeast,756,5197,0.145468539542043,0.0477103030399415,0.32797677896637,59,298,0.197986577181208,0.026063961845894,0.131645095425024
Southeast,2020-04-14,2626,18148,2263662,Southeast,739,4545,0.162596259625963,0.0466374523102073,0.286829798037743,90,557,0.161579892280072,0.0397585858666179,0.246061470307846
Southeast,2020-04-15,2750,18847,2263662,Southeast,719,4323,0.166319685403655,0.0453752749811084,0.272819629684745,124,699,0.177396280400572,0.0547784960828958,0.308791683564066
Southeast,2020-04-16,2866,19796,2263662,Southeast,737,4621,0.159489288032893,0.0465112345772974,0.29162607188832,116,949,0.122233930453109,0.0512443995614186,0.419232199860226
Southeast,2020-04-17,2976,20425,2263662,Southeast,703,4407,0.159518947129567,0.0443655331178292,0.27812077446696,110,629,0.174880763116057,0.0485938271703108,0.277868339001141
Southeast,2020-04-18,3072,21185,2263662,Southeast,686,4466,0.153605015673981,0.043292682388095,0.281844197587802,96,760,0.126315789473684,0.0424091582577258,0.335739169540329
Southeast,2020-04-19,3182,21827,2263662,Southeast,705,4534,0.155491839435377,0.0444917508507391,0.286135600506739,110,642,0.171339563862928,0.0485938271703108,0.283611245848541
Southeast,2020-04-20,3251,22454,2263662,Southeast,715,4863,0.147028583179108,0.0451228395152886,0.306898417570417,69,627,0.110047846889952,0.0304815824977404,0.276984814870771
Southeast,2020-04-21,3320,23144,2263662,Southeast,694,4996,0.138911128903122,0.0437975533197346,0.315291896808925,69,690,0.1,0.0304815824977404,0.304815824977404
Southeast,2020-04-22,3429,23809,2263662,Southeast,679,4962,0.136839983877469,0.0428509203229104,0.313146195349457,109,665,0.16390977443609,0.0481520651051261,0.293771773347788
Southeast,2020-04-23,3551,24626,2263662,Southeast,685,4830,0.141821946169772,0.0432295735216401,0.304815824977404,122,817,0.149326805385557,0.0538949719525265,0.360919607255854
Southeast,2020-04-24,3658,26305,2263662,Southeast,682,5880,0.115986394557823,0.0430402469222753,0.3710801347551,107,1679,0.0637284097677189,0.0472685409747568,0.741718507445016
Southeast,2020-04-25,3825,27594,2263662,Southeast,753,6409,0.117491028241535,0.0475209764405766,0.404464725109768,167,1289,0.12955779674166,0.0737742648858354,0.569431302023005
Southeast,2020-04-26,3971,28668,2263662,Southeast,789,6841,0.115334015494811,0.0497928956329548,0.431727755418306,146,1074,0.135940409683426,0.0644972615169579,0.474452458008307
Southeast,2020-04-27,4033,29287,2263662,Southeast,782,6833,0.114444607054003,0.0493511335677702,0.431222884486667,62,619,0.10016155088853,0.0273892480414479,0.273450718349294
Southeast,2020-04-28,4135,30269,2263662,Southeast,815,7125,0.114385964912281,0.0514337261607835,0.449650673491512,102,982,0.103869653767821,0.0450597306488336,0.43381034801132
Southeast,2020-04-29,4278,31508,2263662,Southeast,849,7699,0.110274061566437,0.0535794276202517,0.485875162836653,143,1239,0.115415657788539,0.063171975321404,0.547343198763773
Southeast,2020-04-30,4485,32674,2263662,Southeast,934,8048,0.116053677932406,0.0589436812689224,0.50790015722943,207,1166,0.177530017152659,0.0914447474932212,0.515094568005294
Southeast,2020-05-01,4742,34221,2263662,Southeast,1084,7916,0.136937847397676,0.0684100112371648,0.499569786857377,257,1547,0.166127989657401,0.113532850752453,0.683405914840643
Southeast,2020-05-02,4928,35526,2263662,Southeast,1103,7932,0.139056984367121,0.0696090796998088,0.500579528720656,186,1305,0.142528735632184,0.0821677441243436,0.57649949506596
Southeast,2020-05-03,5088,36625,2263662,Southeast,1117,7957,0.140379540027649,0.0704926038301781,0.50215725038203,160,1099,0.145586897179254,0.0706819304295429,0.485496509637923
Southeast,2020-05-04,5203,37669,2263662,Southeast,1170,8382,0.139584824624195,0.0738373737522904,0.528978518625383,115,1044,0.110153256704981,0.050802637496234,0.461199596052768
Southeast,2020-05-05,5372,39224,2263662,Southeast,1237,8955,0.138135120044668,0.078065667804772,0.565139899104069,169,1555,0.108681672025723,0.0746577890162047,0.68694001136212
Southeast,2020-05-06,5541,40697,2263662,Southeast,1263,9189,0.137446947437153,0.0797064983326006,0.579907373854527,169,1473,0.114731839782756,0.0746577890162047,0.65071552201698
Southeast,2020-05-07,5740,42843,2263662,Southeast,1255,10169,0.123414298357754,0.0792016274009611,0.641754062980377,199,2146,0.0927306616961789,0.087910650971744,0.948021391886245
Southeast,2020-05-08,5961,44548,2263662,Southeast,1219,10327,0.11804008908686,0.0769297082085829,0.651725263880259,221,1705,0.129618768328446,0.0976294164058062,0.753204321139817
Southeast,2020-05-09,6181,47093,2263662,Southeast,1253,11567,0.108325408489669,0.0790754096680511,0.729980258284396,220,2545,0.0864440078585462,0.0971876543406215,1.12428445589492
Southeast,2020-05-10,6354,48411,2263662,Southeast,1266,11786,0.107415577804174,0.0798958249319655,0.743801100038029,173,1318,0.131259484066768,0.0764248372769433,0.58224240191336
Southeast,2020-05-11,6480,49259,2263662,Southeast,1277,11590,0.110181190681622,0.0805900224629699,0.731431762212859,126,848,0.148584905660377,0.0556620202132651,0.374614231276578
Southeast,2020-05-12,6605,50687,2263662,Southeast,1233,11463,0.107563465061502,0.0778132323389522,0.723416936173081,125,1428,0.0875350140056022,0.0552202581480804,0.630836229083671
Southeast,2020-05-13,6809,52294,2263662,Southeast,1268,11597,0.109338622057429,0.0800220426648754,0.731873524278044,204,1607,0.126944617299315,0.0901194612976672,0.709911638751722
Southeast,2020-05-14,7101,54595,2263662,Southeast,1361,11752,0.115810074880871,0.0858911672451856,0.741655398578561,292,2301,0.12690134724033,0.128994523033916,1.01649451198986
Southeast,2020-05-15,7393,57153,2263662,Southeast,1432,12605,0.11360571201904,0.090371896763487,0.795487261664633,292,2558,0.114151681000782,0.128994523033916,1.13002736274232
Southeast,2020-05-16,7779,59660,2263662,Southeast,1598,12567,0.127158430810854,0.100847968595009,0.793089124739345,386,2507,0.153968887116075,0.170520157161272,1.1074974974179
Southeast,2020-05-17,8034,61460,2263662,Southeast,1680,13049,0.12874549773929,0.106022895644314,0.82350759837063,255,1800,0.141666666666667,0.112649326622084,0.795171717332358
Southeast,2020-05-18,8135,63481,2263662,Southeast,1655,14222,0.116369005765715,0.104445173982941,0.897534298722285,101,2021,0.0499752597723899,0.044617968583649,0.892801133738164
Southeast,2020-05-19,8277,65407,2263662,Southeast,1672,14720,0.113586956521739,0.105518024712675,0.92896251421685,142,1926,0.0737279335410177,0.0627302132562193,0.850833737545623
Southeast,2020-05-20,8701,68095,2263662,Southeast,1892,15801,0.11973925700905,0.119401975332764,0.99718319885465,424,2688,0.157738095238095,0.187307115638289,1.18745643121632
Southeast,2020-05-21,9012,70952,2263662,Southeast,1911,16357,0.116830714678731,0.120601043795408,1.0322717286036,311,2857,0.108855442772139,0.137388002272424,1.26211422023253
Southeast,2020-05-22,9362,74307,2263662,Southeast,1969,17154,0.11478372391279,0.124261358049795,1.0825694951682,350,3355,0.104321907600596,0.154616722814625,1.48211172869448
Southeast,2020-05-23,9728,76829,2263662,Southeast,1949,17169,0.11351855087658,0.122999180720696,1.08351612816502,366,2522,0.145122918318795,0.161684915857579,1.11412392839567
Southeast,2020-05-24,10056,79432,2263662,Southeast,2022,17972,0.112508346316492,0.127606127971907,1.13419254792834,328,2603,0.1260084517864,0.144897957380563,1.14990665567563
Southeast,2020-05-25,10265,81627,2263662,Southeast,2130,18146,0.117381241044858,0.134421885549041,1.14517349069151,209,2195,0.0952164009111617,0.0923282716235904,0.969667733080292
Southeast,2020-05-26,10458,83924,2263662,Southeast,2181,18517,0.117783658259977,0.137640437738244,1.16858688014629,193,2297,0.0840226382237701,0.0852600785806362,1.01472746372913
Southeast,2020-05-27,10940,88492,2263662,Southeast,2239,20397,0.109771044761485,0.141300751992631,1.2872315490816,482,4568,0.105516637478109,0.212929315418998,2.01796911376345
Southeast,2020-05-28,11332,91667,2263662,Southeast,2320,20715,0.111996138064205,0.146412570175482,1.30730016861427,392,3175,0.123464566929134,0.17317072955238,1.40259455696124
Southeast,2020-05-29,11934,97114,2263662,Southeast,2572,22807,0.112772394440303,0.162316004522129,1.43932391723802,602,5447,0.110519552046998,0.265940763241155,2.40627796906075
Southeast,2020-05-30,12316,101271,2263662,Southeast,2588,24442,0.105883315604288,0.163325746385408,1.54250691389186,382,4157,0.0918931922059177,0.168753108900534,1.83640490497256
Southeast,2020-05-31,12448,104998,2263662,Southeast,2392,25566,0.0935617617147774,0.150956408560238,1.61344127978723,132,3727,0.0354172256506574,0.0583125926043729,1.64644721694317
Southeast,2020-06-01,12542,106566,2263662,Southeast,2277,24939,0.0913027787802237,0.143698888917919,1.57387202051997,94,1568,0.0599489795918367,0.0415256341273565,0.692682918209521
Southeast,2020-06-02,12822,110732,2263662,Southeast,2364,26808,0.0881826320501343,0.1491893602995,1.69182249192427,280,4166,0.0672107537205953,0.1236933782517,1.84038076355922
Southeast,2020-06-03,13040,117876,2263662,Southeast,2100,29384,0.0714674652872311,0.132528619555393,1.85439093191222,218,7144,0.030515117581187,0.0963041302102522,3.15594819367909
Southeast,2020-06-04,13427,122137,2263662,Southeast,2095,30470,0.0687561535936987,0.132213075223118,1.9229271608823,387,4261,0.0908237502933584,0.170961919226457,1.88234815975177
Southeast,2020-06-05,13670,127317,2263662,Southeast,1736,30203,0.0574777339999338,0.109556992165792,1.90607709353883,243,5180,0.0469111969111969,0.107348181839868,2.28832749765645
Southeast,2020-06-06,13892,133649,2263662,Southeast,1576,32378,0.0486750262523936,0.0994595735329997,2.04333887807834,222,6332,0.0350600126342388,0.0980711784709908,2.79723739674916
Southeast,2020-06-07,14047,138654,2263662,Southeast,1599,33656,0.0475101022106014,0.100911077461464,2.12399200940777,155,5005,0.030969030969031,0.0684731201036197,2.21101913624914
Southeast,2020-06-08,14176,142077,2263662,Southeast,1634,35511,0.0460139111824505,0.103119887787387,2.2410589566817,129,3423,0.0376862401402279,0.056987306408819,1.51215154912703
Southeast,2020-06-09,14312,149095,2263662,Southeast,1490,38363,0.0388395068164638,0.0940322110178741,2.42104544381121,136,7018,0.0193787403818752,0.0600796408651115,3.10028617346583
Southeast,2020-06-10,14489,153664,2263662,Southeast,1449,35788,0.0404884318766067,0.0914447474932212,2.25854011268972,177,4569,0.0387393302692055,0.0781918855376819,2.01841087582864
Southeast,2020-06-11,14690,157553,2263662,Southeast,1263,35416,0.0356618477524283,0.0797064983326006,2.23506361436848,201,3889,0.0516842375932116,0.0887941751021133,1.71801267150308
Southeast,2020-06-12,14841,162431,2263662,Southeast,1171,35114,0.0333485219570542,0.0739004826187453,2.21600473669908,151,4878,0.0309553095530955,0.0667060718428811,2.15491535397069
Southeast,2020-06-13,14998,167804,2263662,Southeast,1106,34155,0.032381788903528,0.0697984062991736,2.15548333376878,157,5373,0.0292201749488182,0.069356644233989,2.37358757623709
Southeast,2020-06-14,15133,171820,2263662,Southeast,1086,33166,0.0327443767713924,0.0685362289700747,2.09306866484484,135,4016,0.0336155378486056,0.0596378787999268,1.77411645378153
Southeast,2020-06-15,15236,174517,2263662,Southeast,1060,32440,0.032675709001233,0.066895398442246,2.04725162779855,103,2697,0.0381905821282907,0.0455014927140183,1.19143228980298
Southeast,2020-06-16,15406,179548,2263662,Southeast,1094,30453,0.0359242110793682,0.0690410999017142,1.92185431015256,170,5031,0.033790498906778,0.0750995510813894,2.22250494994394
Southeast,2020-06-17,15537,183010,2263662,Southeast,1048,29346,0.0357118517004021,0.0661380920447866,1.85199279498693,131,3462,0.0378393991912189,0.0578708305391883,1.52938026966923
Southeast,2020-06-18,15791,187990,2263662,Southeast,1101,30437,0.0361730788185432,0.0694828619668989,1.92084456828928,254,4980,0.051004016064257,0.112207564556899,2.19997508461952
Western,2020-03-15,0,NA,274545,Western,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western,2020-03-16,0,NA,274545,Western,NA,NA,NA,NA,NA,0,NA,NA,0,NA
Western,2020-03-17,0,NA,274545,Western,NA,NA,NA,NA,NA,0,NA,NA,0,NA
Western,2020-03-18,1,NA,274545,Western,NA,NA,NA,NA,NA,1,NA,NA,0.00364239013640751,NA
Western,2020-03-19,2,NA,274545,Western,NA,NA,NA,NA,NA,1,NA,NA,0.00364239013640751,NA
Western,2020-03-20,4,NA,274545,Western,NA,NA,NA,NA,NA,2,NA,NA,0.00728478027281502,NA
Western,2020-03-21,5,NA,274545,Western,NA,NA,NA,NA,NA,1,NA,NA,0.00364239013640751,NA
Western,2020-03-22,5,NA,274545,Western,5,NA,NA,0.00260170724029108,NA,0,NA,NA,0,NA
Western,2020-03-23,5,NA,274545,Western,5,NA,NA,0.00260170724029108,NA,0,NA,NA,0,NA
Western,2020-03-24,5,NA,274545,Western,5,NA,NA,0.00260170724029108,NA,0,NA,NA,0,NA
Western,2020-03-25,11,NA,274545,Western,10,NA,NA,0.00520341448058216,NA,6,NA,NA,0.0218543408184451,NA
Western,2020-03-26,13,NA,274545,Western,11,NA,NA,0.00572375592864037,NA,2,NA,NA,0.00728478027281502,NA
Western,2020-03-27,15,NA,274545,Western,11,NA,NA,0.00572375592864037,NA,2,NA,NA,0.00728478027281502,NA
Western,2020-03-28,16,NA,274545,Western,11,NA,NA,0.00572375592864037,NA,1,NA,NA,0.00364239013640751,NA
Western,2020-03-29,16,NA,274545,Western,11,NA,NA,0.00572375592864037,NA,0,NA,NA,0,NA
Western,2020-03-30,19,996,274545,Western,14,NA,NA,0.00728478027281502,NA,3,NA,NA,0.0109271704092225,NA
Western,2020-03-31,24,1170,274545,Western,19,NA,NA,0.0098864875131061,NA,5,174,0.028735632183908,0.0182119506820376,0.633775883734907
Western,2020-04-01,25,1265,274545,Western,14,NA,NA,0.00728478027281502,NA,1,95,0.0105263157894737,0.00364239013640751,0.346027062958713
Western,2020-04-02,28,1318,274545,Western,15,NA,NA,0.00780512172087324,NA,3,53,0.0566037735849057,0.0109271704092225,0.193046677229598
Western,2020-04-03,28,1579,274545,Western,13,NA,NA,0.00676443882475681,NA,0,261,0,0,0.95066382560236
Western,2020-04-04,33,1619,274545,Western,17,NA,NA,0.00884580461698967,NA,5,40,0.125,0.0182119506820376,0.1456956054563
Western,2020-04-05,34,1789,274545,Western,18,NA,NA,0.00936614606504789,NA,1,170,0.00588235294117647,0.00364239013640751,0.619206323189277
Western,2020-04-06,36,1854,274545,Western,17,858,0.0198135198135198,0.00884580461698967,0.446452962433949,2,65,0.0307692307692308,0.00728478027281502,0.236755358866488
Western,2020-04-07,36,1905,274545,Western,12,735,0.0163265306122449,0.00624409737669859,0.382450964322789,0,51,0,0,0.185761896956783
Western,2020-04-08,37,2014,274545,Western,12,749,0.0160213618157543,0.00624409737669859,0.389735744595604,1,109,0.00917431192660551,0.00364239013640751,0.397020524868419
Western,2020-04-09,41,2128,274545,Western,13,810,0.0160493827160494,0.00676443882475681,0.421476572927155,4,114,0.0350877192982456,0.01456956054563,0.415232475550456
Western,2020-04-10,49,2280,274545,Western,21,701,0.0299572039942939,0.0109271704092225,0.364759355088809,8,152,0.0526315789473684,0.0291391210912601,0.553643300733942
Western,2020-04-11,50,2356,274545,Western,17,737,0.0230664857530529,0.00884580461698967,0.383491647218905,1,76,0.0131578947368421,0.00364239013640751,0.276821650366971
Western,2020-04-12,50,2408,274545,Western,16,619,0.0258481421647819,0.00832546316893145,0.322091356348036,0,52,0,0,0.189404287093191
Western,2020-04-13,50,2446,274545,Western,14,592,0.0236486486486486,0.00728478027281502,0.308042137250464,0,38,0,0,0.138410825183485
Western,2020-04-14,51,2619,274545,Western,15,714,0.0210084033613445,0.00780512172087324,0.371523793913566,1,173,0.00578034682080925,0.00364239013640751,0.630133493598499
Western,2020-04-15,53,2742,274545,Western,16,728,0.021978021978022,0.00832546316893145,0.378808574186381,2,123,0.016260162601626,0.00728478027281502,0.448013986778124
Western,2020-04-16,56,2840,274545,Western,15,712,0.0210674157303371,0.00780512172087324,0.37048311101745,3,98,0.0306122448979592,0.0109271704092225,0.356954233367936
Western,2020-04-17,57,2924,274545,Western,8,644,0.0124223602484472,0.00416273158446573,0.335099892549491,1,84,0.0119047619047619,0.00364239013640751,0.305960771458231
Western,2020-04-18,57,3059,274545,Western,7,703,0.00995732574679943,0.00364239013640751,0.365800037984926,0,135,0,0,0.491722668415014
Western,2020-04-19,58,3178,274545,Western,8,770,0.0103896103896104,0.00416273158446573,0.400662915004826,1,119,0.00840336134453781,0.00364239013640751,0.433444426232494
Western,2020-04-20,58,3276,274545,Western,8,830,0.00963855421686747,0.00416273158446573,0.431883401888319,0,98,0,0,0.356954233367936
Western,2020-04-21,58,3320,274545,Western,7,701,0.00998573466476462,0.00364239013640751,0.364759355088809,0,44,0,0,0.16026516600193
Western,2020-04-22,58,3485,274545,Western,5,743,0.00672947510094213,0.00260170724029108,0.386613695907254,0,165,0,0,0.600994372507239
Western,2020-04-23,59,3614,274545,Western,3,774,0.00387596899224806,0.00156102434417465,0.402744280797059,1,129,0.00775193798449612,0.00364239013640751,0.469868327596569
Western,2020-04-24,61,3732,274545,Western,4,808,0.00495049504950495,0.00208136579223286,0.420435890031038,2,118,0.0169491525423729,0.00728478027281502,0.429802036096086
Western,2020-04-25,62,3861,274545,Western,5,802,0.00623441396508728,0.00260170724029108,0.417313841342689,1,129,0.00775193798449612,0.00364239013640751,0.469868327596569
Western,2020-04-26,62,3982,274545,Western,4,804,0.00497512437810945,0.00208136579223286,0.418354524238806,0,121,0,0,0.440729206505309
Western,2020-04-27,62,4161,274545,Western,4,885,0.00451977401129944,0.00208136579223286,0.460502181531521,0,179,0,0,0.651987834416944
Western,2020-04-28,63,4224,274545,Western,5,904,0.00553097345132743,0.00260170724029108,0.470388669044627,1,63,0.0158730158730159,0.00364239013640751,0.229470578593673
Western,2020-04-29,63,4401,274545,Western,5,916,0.00545851528384279,0.00260170724029108,0.476632766421326,0,177,0,0,0.644703054144129
Western,2020-04-30,65,4548,274545,Western,6,934,0.00642398286937901,0.0031220486883493,0.485998912486374,2,147,0.0136054421768707,0.00728478027281502,0.535431350051904
Western,2020-05-01,65,4687,274545,Western,4,955,0.00418848167539267,0.00208136579223286,0.496926082895596,0,139,0,0,0.506292228960644
Western,2020-05-02,67,4851,274545,Western,5,990,0.00505050505050505,0.00260170724029108,0.515138033577634,2,164,0.0121951219512195,0.00728478027281502,0.597351982370832
Western,2020-05-03,68,5032,274545,Western,6,1050,0.00571428571428571,0.0031220486883493,0.546358520461127,1,181,0.00552486187845304,0.00364239013640751,0.659272614689759
Western,2020-05-04,74,5265,274545,Western,12,1104,0.0108695652173913,0.00624409737669859,0.57445695865627,6,233,0.0257510729613734,0.0218543408184451,0.84867690178295
Western,2020-05-05,76,5478,274545,Western,13,1254,0.0103668261562998,0.00676443882475681,0.652508175865003,2,213,0.00938967136150235,0.00728478027281502,0.7758290990548
Western,2020-05-06,77,5659,274545,Western,14,1258,0.0111287758346582,0.00728478027281502,0.654589541657235,1,181,0.00552486187845304,0.00364239013640751,0.659272614689759
Western,2020-05-07,86,6015,274545,Western,21,1467,0.0143149284253579,0.0109271704092225,0.763340904301403,9,356,0.0252808988764045,0.0327815112276676,1.29669088856107
Western,2020-05-08,87,6231,274545,Western,22,1544,0.0142487046632124,0.0114475118572807,0.803407195801885,1,216,0.00462962962962963,0.00364239013640751,0.786756269464022
Western,2020-05-09,88,6418,274545,Western,21,1567,0.013401403956605,0.0109271704092225,0.815375049107224,1,187,0.0053475935828877,0.00364239013640751,0.681126955508204
Western,2020-05-10,90,6619,274545,Western,22,1587,0.0138626339004411,0.0114475118572807,0.825781878068389,2,201,0.00995024875621891,0.00728478027281502,0.73212041741791
Western,2020-05-11,91,6857,274545,Western,17,1592,0.010678391959799,0.00884580461698967,0.82838358530868,1,238,0.00420168067226891,0.00364239013640751,0.866888852464987
Western,2020-05-12,95,7096,274545,Western,19,1618,0.0117428924598269,0.0098864875131061,0.841912462958193,4,239,0.0167364016736402,0.01456956054563,0.870531242601395
Western,2020-05-13,97,7395,274545,Western,20,1736,0.0115207373271889,0.0104068289611643,0.903312753829063,2,299,0.00668896321070234,0.00728478027281502,1.08907465078585
Western,2020-05-14,103,7561,274545,Western,17,1546,0.0109961190168176,0.00884580461698967,0.804447878698002,6,166,0.036144578313253,0.0218543408184451,0.604636762643647
Western,2020-05-15,111,7711,274545,Western,24,1480,0.0162162162162162,0.0124881947533972,0.770105343126159,8,150,0.0533333333333333,0.0291391210912601,0.546358520461127
Western,2020-05-16,117,7922,274545,Western,29,1504,0.019281914893617,0.0150899019936883,0.782593537879557,6,211,0.028436018957346,0.0218543408184451,0.768544318781985
