herc_region,Date,Cases,Tests,Population,County,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
Fox Valley Area,2020-05-16,373,9455,549682,Fox Valley Area,83,3039,0.0273116156630471,0.0215709134684106,0.789807301572286,16,533,0.0300187617260788,0.0291077386561685,0.969651543983612
Fox Valley Area,2020-05-17,385,10023,549682,Fox Valley Area,86,3314,0.0259505129752565,0.0223505850395579,0.861277195594128,12,568,0.0211267605633803,0.0218308039921264,1.03332472229398
Fox Valley Area,2020-05-18,394,10608,549682,Fox Valley Area,84,3681,0.0228198859005705,0.0218308039921264,0.956657017797823,9,585,0.0153846153846154,0.0163731029940948,1.06425169461616
Fox Valley Area,2020-05-19,402,11153,549682,Fox Valley Area,89,3735,0.0238286479250335,0.0231302566107053,0.970691106078475,8,545,0.0146788990825688,0.0145538693280842,0.991482347975739
Fox Valley Area,2020-05-20,420,12042,549682,Fox Valley Area,95,4131,0.0229968530622125,0.024689599753,1.07360775346993,18,889,0.0202474690663667,0.0327462059881895,1.61729872908336
Fox Valley Area,2020-05-21,439,13828,549682,Fox Valley Area,102,5475,0.0186301369863014,0.0265088334190106,1.42290061734395,19,1786,0.0106382978723404,0.0345654396542001,3.24915132749481
Fox Valley Area,2020-05-22,479,15129,549682,Fox Valley Area,122,6207,0.0196552279684227,0.0317066438933264,1.61314048070391,40,1301,0.0307455803228286,0.0727693466404212,2.3668229994797
Fox Valley Area,2020-05-23,496,16000,549682,Fox Valley Area,123,6545,0.0187929717341482,0.0319665344170422,1.70098347771985,17,871,0.0195177956371986,0.030926972322179,1.58455252309517
Fox Valley Area,2020-05-24,511,16794,549682,Fox Valley Area,126,6771,0.0186087727071334,0.0327462059881895,1.75971873607961,15,794,0.0188916876574307,0.0272885049901579,1.44447153081236
Fox Valley Area,2020-05-25,532,17881,549682,Fox Valley Area,138,7273,0.0189742884641826,0.035864892272779,1.89018377898494,21,1087,0.0193192272309108,0.0382039069862211,1.97750699495345
Fox Valley Area,2020-05-26,550,19124,549682,Fox Valley Area,148,7971,0.0185673064860118,0.0384637975099369,2.07158736453856,18,1243,0.0144810941271118,0.0327462059881895,2.26130744685109
Fox Valley Area,2020-05-27,566,20677,549682,Fox Valley Area,146,8635,0.0169079328314997,0.0379440164625053,2.24415467228585,16,1553,0.0103026400515132,0.0291077386561685,2.82526988331435
Fox Valley Area,2020-05-28,580,21821,549682,Fox Valley Area,141,7993,0.0176404353809583,0.0366445638439264,2.07730495606031,14,1144,0.0122377622377622,0.0254692713241474,2.08120331391605
Fox Valley Area,2020-05-29,615,23241,549682,Fox Valley Area,136,8112,0.0167652859960552,0.0353451112253474,2.10823192838249,35,1420,0.0246478873239437,0.0636731783103685,2.58331180573495
Fox Valley Area,2020-05-30,652,24478,549682,Fox Valley Area,156,8478,0.0184005661712668,0.0405429216996632,2.20335186006247,37,1237,0.0299110751818917,0.0673116456423896,2.25039204485503
Fox Valley Area,2020-05-31,666,25060,549682,Fox Valley Area,155,8266,0.0187515122187273,0.0402830311759474,2.14825506903472,14,582,0.0240549828178694,0.0254692713241474,1.05879399361813
Fox Valley Area,2020-06-01,677,25500,549682,Fox Valley Area,145,7619,0.0190313689460559,0.0376841259387895,1.9801059001906,11,440,0.025,0.0200115703261158,0.800462813044633
Fox Valley Area,2020-06-02,706,26369,549682,Fox Valley Area,156,7245,0.0215320910973085,0.0405429216996632,1.8829068443209,29,869,0.0333716915995397,0.0527577763143054,1.58091405576315
Fox Valley Area,2020-06-03,732,27496,549682,Fox Valley Area,166,6819,0.0243437454172166,0.0431418269368211,1.77219348121797,26,1127,0.0230700976042591,0.0473000753162738,2.05027634159387
Fox Valley Area,2020-06-04,768,28687,549682,Fox Valley Area,188,6866,0.0273812991552578,0.0488594184585685,1.78440833583261,36,1191,0.0302267002518892,0.0654924119763791,2.16670729621854
Fox Valley Area,2020-06-05,803,29691,549682,Fox Valley Area,188,6450,0.0291472868217054,0.0488594184585685,1.67629387796685,35,1004,0.0348605577689243,0.0636731783103685,1.82651060067457
Fox Valley Area,2020-06-06,838,30402,549682,Fox Valley Area,186,5924,0.0313977042538825,0.0483396374111369,1.53959146249234,35,711,0.0492264416315049,0.0636731783103685,1.29347513653349
Fox Valley Area,2020-06-07,883,31321,549682,Fox Valley Area,217,6261,0.0346590001597189,0.0563962436463264,1.62717456898456,45,919,0.0489662676822633,0.0818655149704738,1.67187573906368
Fox Valley Area,2020-06-08,906,32263,549682,Fox Valley Area,229,6763,0.0338607127014638,0.0595149299309159,1.75763961188989,23,942,0.024416135881104,0.0418423743182422,1.71371811338192
Fox Valley Area,2020-06-09,958,33164,549682,Fox Valley Area,252,6795,0.0370860927152318,0.0654924119763791,1.76595610864879,52,901,0.0577136514983352,0.0946001506325475,1.63912953307549
Fox Valley Area,2020-06-10,992,33940,549682,Fox Valley Area,260,6444,0.0403476101800124,0.0675715361661054,1.67473453482455,34,776,0.0438144329896907,0.061853944644358,1.41172532482417
Fox Valley Area,2020-06-11,1025,34946,549682,Fox Valley Area,257,6259,0.0410608723438249,0.066791864594958,1.62665478793713,33,1006,0.0328031809145129,0.0600347109783475,1.83014906800659
Fox Valley Area,2020-06-12,1058,36031,549682,Fox Valley Area,255,6340,0.0402208201892744,0.0662720835475264,1.64770592035811,33,1085,0.0304147465437788,0.0600347109783475,1.97386852762142
Fox Valley Area,2020-06-13,1099,36984,549682,Fox Valley Area,261,6582,0.0396536007292616,0.0678314266898212,1.71059942709733,41,953,0.0430220356768101,0.0745885803064317,1.73372968370803
Fox Valley Area,2020-06-14,1126,38245,549682,Fox Valley Area,243,6924,0.0350953206239168,0.063153397262937,1.79948198620813,27,1261,0.021411578112609,0.0491193089822843,2.29405365283928
Fox Valley Area,2020-06-15,1148,39223,549682,Fox Valley Area,242,6960,0.0347701149425287,0.0628935067392212,1.8088380450619,22,978,0.0224948875255624,0.0400231406522317,1.7792105253583
Fox Valley Area,2020-06-16,1159,39786,549682,Fox Valley Area,201,6622,0.0303533675626699,0.0522379952668738,1.72099504804596,11,563,0.019538188277087,0.0200115703261158,1.02422855396393
Fox Valley Area,2020-06-17,1185,40827,549682,Fox Valley Area,193,6887,0.0280238129809787,0.0501588710771475,1.78986603683065,26,1041,0.0249759846301633,0.0473000753162738,1.89382224631696
Fox Valley Area,2020-06-18,1221,41726,549682,Fox Valley Area,196,6780,0.0289085545722714,0.0509385426482948,1.76205775079306,36,899,0.0400444938820912,0.0654924119763791,1.63549106574347
North Central,2020-03-15,0,NA,467194,North Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Central,2020-03-16,1,NA,467194,North Central,NA,NA,NA,NA,NA,1,NA,NA,0.00214043844741157,NA
North Central,2020-03-17,1,NA,467194,North Central,NA,NA,NA,NA,NA,0,NA,NA,0,NA
North Central,2020-03-18,1,NA,467194,North Central,NA,NA,NA,NA,NA,0,NA,NA,0,NA
North Central,2020-03-19,1,NA,467194,North Central,NA,NA,NA,NA,NA,0,NA,NA,0,NA
North Central,2020-03-20,2,NA,467194,North Central,NA,NA,NA,NA,NA,1,NA,NA,0.00214043844741157,NA
North Central,2020-03-21,2,NA,467194,North Central,NA,NA,NA,NA,NA,0,NA,NA,0,NA
North Central,2020-03-22,2,NA,467194,North Central,2,NA,NA,0.000611553842117591,NA,0,NA,NA,0,NA
North Central,2020-03-23,2,NA,467194,North Central,1,NA,NA,0.000305776921058795,NA,0,NA,NA,0,NA
North Central,2020-03-24,2,NA,467194,North Central,1,NA,NA,0.000305776921058795,NA,0,NA,NA,0,NA
North Central,2020-03-25,2,NA,467194,North Central,1,NA,NA,0.000305776921058795,NA,0,NA,NA,0,NA
North Central,2020-03-26,5,NA,467194,North Central,4,NA,NA,0.00122310768423518,NA,3,NA,NA,0.0064213153422347,NA
North Central,2020-03-27,9,NA,467194,North Central,7,NA,NA,0.00214043844741157,NA,4,NA,NA,0.00856175378964627,NA
North Central,2020-03-28,11,NA,467194,North Central,9,NA,NA,0.00275199228952916,NA,2,NA,NA,0.00428087689482314,NA
North Central,2020-03-29,11,NA,467194,North Central,9,NA,NA,0.00275199228952916,NA,0,NA,NA,0,NA
North Central,2020-03-30,15,732,467194,North Central,13,NA,NA,0.00397509997376434,NA,4,NA,NA,0.00856175378964627,NA
North Central,2020-03-31,16,797,467194,North Central,14,NA,NA,0.00428087689482314,NA,1,65,0.0153846153846154,0.00214043844741157,0.139128499081752
North Central,2020-04-01,20,854,467194,North Central,18,NA,NA,0.00550398457905832,NA,4,57,0.0701754385964912,0.00856175378964627,0.122004991502459
North Central,2020-04-02,25,916,467194,North Central,20,NA,NA,0.00611553842117591,NA,5,62,0.0806451612903226,0.0107021922370578,0.132707183739517
North Central,2020-04-03,27,1012,467194,North Central,18,NA,NA,0.00550398457905832,NA,2,96,0.0208333333333333,0.00428087689482314,0.205482090951511
North Central,2020-04-04,29,1070,467194,North Central,18,NA,NA,0.00550398457905832,NA,2,58,0.0344827586206897,0.00428087689482314,0.124145429949871
North Central,2020-04-05,31,1106,467194,North Central,20,NA,NA,0.00611553842117591,NA,2,36,0.0555555555555556,0.00428087689482314,0.0770557841068164
North Central,2020-04-06,32,1135,467194,North Central,17,403,0.0421836228287841,0.00519820765799952,0.123228099186695,1,29,0.0344827586206897,0.00214043844741157,0.0620727149749355
North Central,2020-04-07,35,1253,467194,North Central,19,456,0.0416666666666667,0.00580976150011711,0.139434276002811,3,118,0.0254237288135593,0.0064213153422347,0.252571736794565
North Central,2020-04-08,35,1293,467194,North Central,15,439,0.0341685649202733,0.00458665381588193,0.134236068344811,0,40,0,0,0.0856175378964627
North Central,2020-04-09,35,1335,467194,North Central,10,419,0.0238663484486874,0.00305776921058795,0.128120529923635,0,42,0,0,0.0898984147912858
North Central,2020-04-10,35,1382,467194,North Central,8,370,0.0216216216216216,0.00244621536847036,0.113137460791754,0,47,0,0,0.100600607028344
North Central,2020-04-11,38,1466,467194,North Central,9,396,0.0227272727272727,0.00275199228952916,0.121087660739283,3,84,0.0357142857142857,0.0064213153422347,0.179796829582572
North Central,2020-04-12,40,1526,467194,North Central,9,420,0.0214285714285714,0.00275199228952916,0.128426306844694,2,60,0.0333333333333333,0.00428087689482314,0.128426306844694
North Central,2020-04-13,41,1577,467194,North Central,9,442,0.0203619909502262,0.00275199228952916,0.135153399107988,1,51,0.0196078431372549,0.00214043844741157,0.10916236081799
North Central,2020-04-14,41,1613,467194,North Central,6,360,0.0166666666666667,0.00183466152635277,0.110079691581166,0,36,0,0,0.0770557841068164
North Central,2020-04-15,42,1660,467194,North Central,7,367,0.0190735694822888,0.00214043844741157,0.112220130028578,1,47,0.0212765957446809,0.00214043844741157,0.100600607028344
North Central,2020-04-16,43,1720,467194,North Central,8,385,0.0207792207792208,0.00244621536847036,0.117724114607636,1,60,0.0166666666666667,0.00214043844741157,0.128426306844694
North Central,2020-04-17,47,1804,467194,North Central,12,422,0.028436018957346,0.00366932305270554,0.129037860686812,4,84,0.0476190476190476,0.00856175378964627,0.179796829582572
North Central,2020-04-18,50,1849,467194,North Central,12,383,0.031331592689295,0.00366932305270554,0.117112560765519,3,45,0.0666666666666667,0.0064213153422347,0.0963197301335205
North Central,2020-04-19,52,1894,467194,North Central,12,368,0.0326086956521739,0.00366932305270554,0.112525906949637,2,45,0.0444444444444444,0.00428087689482314,0.0963197301335205
North Central,2020-04-20,52,1924,467194,North Central,11,347,0.031700288184438,0.00336354613164675,0.106104591607402,0,30,0,0,0.064213153422347
North Central,2020-04-21,53,1988,467194,North Central,12,375,0.032,0.00366932305270554,0.114666345397048,1,64,0.015625,0.00214043844741157,0.13698806063434
North Central,2020-04-22,54,2073,467194,North Central,12,413,0.0290556900726392,0.00366932305270554,0.126285868397283,1,85,0.0117647058823529,0.00214043844741157,0.181937268029983
North Central,2020-04-23,54,2156,467194,North Central,11,436,0.0252293577981651,0.00336354613164675,0.133318737581635,0,83,0,0,0.17765639113516
North Central,2020-04-24,55,2252,467194,North Central,8,448,0.0178571428571429,0.00244621536847036,0.13698806063434,1,96,0.0104166666666667,0.00214043844741157,0.205482090951511
North Central,2020-04-25,55,2331,467194,North Central,5,482,0.0103734439834025,0.00152888460529398,0.147384475950339,0,79,0,0,0.169094637345514
North Central,2020-04-26,55,2397,467194,North Central,3,503,0.00596421471172962,0.000917330763176386,0.153805791292574,0,66,0,0,0.141268937529163
North Central,2020-04-27,55,2435,467194,North Central,3,511,0.00587084148727984,0.000917330763176386,0.156252006661044,0,38,0,0,0.0813366610016396
North Central,2020-04-28,56,2521,467194,North Central,3,533,0.00562851782363977,0.000917330763176386,0.162979098924338,1,86,0.0116279069767442,0.00214043844741157,0.184077706477395
North Central,2020-04-29,57,2589,467194,North Central,3,516,0.00581395348837209,0.000917330763176386,0.157780891266338,1,68,0.0147058823529412,0.00214043844741157,0.145549814423987
North Central,2020-04-30,58,2744,467194,North Central,4,588,0.00680272108843537,0.00122310768423518,0.179796829582572,1,155,0.00645161290322581,0.00214043844741157,0.331767959348793
North Central,2020-05-01,59,2883,467194,North Central,4,631,0.0063391442155309,0.00122310768423518,0.1929452371881,1,139,0.00719424460431655,0.00214043844741157,0.297520944190208
North Central,2020-05-02,61,3053,467194,North Central,6,722,0.00831024930747922,0.00183466152635277,0.22077093700445,2,170,0.0117647058823529,0.00428087689482314,0.363874536059967
North Central,2020-05-03,62,3194,467194,North Central,7,797,0.00878293601003764,0.00214043844741157,0.24370420608386,1,141,0.00709219858156028,0.00214043844741157,0.301801821085031
North Central,2020-05-04,63,3280,467194,North Central,8,845,0.00946745562130178,0.00244621536847036,0.258381498294682,1,86,0.0116279069767442,0.00214043844741157,0.184077706477395
North Central,2020-05-05,65,3421,467194,North Central,9,900,0.01,0.00275199228952916,0.275199228952916,2,141,0.0141843971631206,0.00428087689482314,0.301801821085031
North Central,2020-05-06,67,3647,467194,North Central,10,1058,0.00945179584120983,0.00305776921058795,0.323511982480206,2,226,0.00884955752212389,0.00428087689482314,0.483739089115014
North Central,2020-05-07,68,3837,467194,North Central,10,1093,0.00914913083257091,0.00305776921058795,0.334214174717263,1,190,0.00526315789473684,0.00214043844741157,0.406683305008198
North Central,2020-05-08,70,4024,467194,North Central,11,1141,0.00964066608238387,0.00336354613164675,0.348891466928086,2,187,0.0106951871657754,0.00428087689482314,0.400261989665963
North Central,2020-05-09,73,4275,467194,North Central,12,1222,0.00981996726677578,0.00366932305270554,0.373659397533848,3,251,0.0119521912350598,0.0064213153422347,0.537250050300303
North Central,2020-05-10,75,4500,467194,North Central,13,1306,0.00995405819295559,0.00397509997376434,0.399344658902787,2,225,0.00888888888888889,0.00428087689482314,0.481598650667603
North Central,2020-05-11,79,4757,467194,North Central,16,1477,0.010832769126608,0.00489243073694073,0.451632512403841,4,257,0.0155642023346304,0.00856175378964627,0.550092680984773
North Central,2020-05-12,79,5014,467194,North Central,14,1593,0.00878844946641557,0.00428087689482314,0.487102635246661,0,257,0,0,0.550092680984773
North Central,2020-05-13,83,5203,467194,North Central,16,1556,0.0102827763496144,0.00489243073694073,0.475788889167486,4,189,0.0211640211640212,0.00856175378964627,0.404542866560786
North Central,2020-05-14,87,5528,467194,North Central,19,1691,0.0112359550561798,0.00580976150011711,0.517068773510423,4,325,0.0123076923076923,0.00856175378964627,0.695642495408759
North Central,2020-05-15,89,5948,467194,North Central,19,1924,0.00987525987525988,0.00580976150011711,0.588314796117122,2,420,0.00476190476190476,0.00428087689482314,0.898984147912858
North Central,2020-05-16,95,6271,467194,North Central,22,1996,0.0110220440881764,0.0067270922632935,0.610330734433356,6,323,0.0185758513931889,0.0128426306844694,0.691361618513936
North Central,2020-05-17,100,6575,467194,North Central,25,2075,0.0120481927710843,0.00764442302646988,0.634487111197,5,304,0.0164473684210526,0.0107021922370578,0.650693288013117
North Central,2020-05-18,101,6747,467194,North Central,22,1990,0.0110552763819095,0.0067270922632935,0.608496072907003,1,172,0.00581395348837209,0.00214043844741157,0.36815541295479
North Central,2020-05-19,103,7002,467194,North Central,24,1988,0.0120724346076459,0.00733864610541109,0.607884519064885,2,255,0.00784313725490196,0.00428087689482314,0.54581180408995
North Central,2020-05-20,106,7273,467194,North Central,23,2070,0.0111111111111111,0.00703286918435229,0.632958226591707,3,271,0.011070110701107,0.0064213153422347,0.580058819248535
North Central,2020-05-21,112,7674,467194,North Central,25,2146,0.0116495806150979,0.00764442302646988,0.656197272592175,6,401,0.0149625935162095,0.0128426306844694,0.858315817412039
North Central,2020-05-22,114,8130,467194,North Central,25,2182,0.0114573785517874,0.00764442302646988,0.667205241750292,2,456,0.0043859649122807,0.00428087689482314,0.976039932019675
North Central,2020-05-23,117,8502,467194,North Central,22,2231,0.00986104885701479,0.0067270922632935,0.682188310882173,3,372,0.00806451612903226,0.0064213153422347,0.796243102437103
North Central,2020-05-24,122,9084,467194,North Central,22,2509,0.00876843363889996,0.0067270922632935,0.767194294936518,5,582,0.00859106529209622,0.0107021922370578,1.24573517639353
North Central,2020-05-25,124,9608,467194,North Central,23,2861,0.00803914715134568,0.00703286918435229,0.874827771149214,2,524,0.00381679389312977,0.00428087689482314,1.12158974644366
North Central,2020-05-26,126,9900,467194,North Central,23,2898,0.00793650793650794,0.00703286918435229,0.886141517228389,2,292,0.00684931506849315,0.00428087689482314,0.625008026644178
North Central,2020-05-27,141,10222,467194,North Central,35,2949,0.0118684299762631,0.0107021922370578,0.901736140202388,15,322,0.046583850931677,0.0321065767111735,0.689221180066525
North Central,2020-05-28,150,10675,467194,North Central,38,3001,0.0126624458513829,0.0116195230002342,0.917636540097445,9,453,0.0198675496688742,0.0192639460267041,0.96961861667744
North Central,2020-05-29,156,11216,467194,North Central,42,3086,0.0136098509397278,0.0128426306844694,0.943627578387442,6,541,0.011090573012939,0.0128426306844694,1.15797720004966
North Central,2020-05-30,161,11620,467194,North Central,44,3118,0.0141116100064144,0.013454184526587,0.953412439861324,5,404,0.0123762376237624,0.0107021922370578,0.864737132754273
North Central,2020-05-31,163,11892,467194,North Central,41,2808,0.0146011396011396,0.0125368537634106,0.858621594333097,2,272,0.00735294117647059,0.00428087689482314,0.582199257695946
North Central,2020-06-01,166,12236,467194,North Central,42,2628,0.0159817351598174,0.0128426306844694,0.803581748542514,3,344,0.00872093023255814,0.0064213153422347,0.736310825909579
North Central,2020-06-02,170,12681,467194,North Central,44,2781,0.0158216468896081,0.013454184526587,0.85036561746451,4,445,0.00898876404494382,0.00856175378964627,0.952495109098148
North Central,2020-06-03,177,13830,467194,North Central,36,3608,0.00997782705099778,0.0110079691581166,1.10324313118013,7,1149,0.00609225413402959,0.014983069131881,2.45936377607589
North Central,2020-06-04,182,14554,467194,North Central,32,3879,0.00824954885279711,0.00978486147388145,1.18610867678707,5,724,0.0069060773480663,0.0107021922370578,1.54967743592598
North Central,2020-06-05,200,15144,467194,North Central,44,3928,0.0112016293279022,0.013454184526587,1.20109174591895,18,590,0.0305084745762712,0.0385278920534082,1.26285868397282
North Central,2020-06-06,219,15522,467194,North Central,58,3902,0.0148641722193747,0.0177350614214101,1.19314154597142,19,378,0.0502645502645503,0.0406683305008198,0.809085733121573
North Central,2020-06-07,222,16171,467194,North Central,59,4279,0.0137882682869829,0.0180408383424689,1.30841944521059,3,649,0.00462249614791988,0.0064213153422347,1.38914455237011
North Central,2020-06-08,224,16564,467194,North Central,58,4328,0.0134011090573013,0.0177350614214101,1.32340251434247,2,393,0.00508905852417303,0.00428087689482314,0.841192309832746
North Central,2020-06-09,235,16999,467194,North Central,65,4318,0.0150532654006484,0.0198754998688217,1.32034474513188,11,435,0.0252873563218391,0.0235448229215272,0.931090724624032
North Central,2020-06-10,251,17566,467194,North Central,74,3736,0.0198072805139186,0.0226274921583509,1.14238257707566,16,567,0.0282186948853616,0.0342470151585851,1.21362859968236
North Central,2020-06-11,270,18121,467194,North Central,88,3567,0.0246705915335015,0.026908369053174,1.09070627741672,19,555,0.0342342342342342,0.0406683305008198,1.18794333831342
North Central,2020-06-12,287,19113,467194,North Central,87,3969,0.0219198790627362,0.0266025921321152,1.21362859968236,17,992,0.0171370967741935,0.0363874536059967,2.12331493983228
