FIPS,GEO,County,Date,Cases,Tests,Population,pop_2018,Region,herc_region,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
55125,County,Vilas,2020-05-16,4,272,22195,21656,Northern,North Central,0,62,0,0,0.399060277411257,0,8,0,0,0.360441540887587
55127,County,Walworth,2020-05-16,277,2072,103868,102615,Southeastern,Southeast,48,545,0.0880733944954128,0.0660178578305432,0.749577760784292,8,60,0.133333333333333,0.0770208341356337,0.577656256017253
55129,County,Washburn,2020-05-16,1,316,15720,15853,Western,Northwest,0,59,0,0,0.536168665939658,0,6,0,0,0.381679389312977
55131,County,Washington,2020-05-16,140,2573,136034,134486,Southeastern,Southeast,24,203,0.118226600985222,0.0252037830878415,0.213181998617993,11,69,0.159420289855072,0.0808621374068248,0.50722613464281
55133,County,Waukesha,2020-05-16,467,7574,404198,398642,Southeastern,Southeast,71,2062,0.0344325897187197,0.0250937835982789,0.728780025065509,13,378,0.0343915343915344,0.0321624550344138,0.935185231000648
55135,County,Waupaca,2020-05-16,17,828,50990,51731,Northeastern,Fox Valley Area,4,249,0.0160642570281124,0.0112066791807918,0.697615779004287,1,50,0.02,0.0196116885663856,0.980584428319278
55137,County,Waushara,2020-05-16,5,360,24443,24298,Northeastern,Fox Valley Area,1,108,0.00925925925925926,0.005844501201045,0.63120612971286,0,11,0,0,0.450026592480465
55139,County,Winnebago,2020-05-16,117,2681,171907,169344,Northeastern,Fox Valley Area,19,758,0.025065963060686,0.0157892681175619,0.629908696479575,5,115,0.0434782608695652,0.0290854939007719,0.668966359717754
55141,County,Wood,2020-05-16,6,1190,72999,74026,Northern,North Central,4,472,0.00847457627118644,0.00782789588115688,0.923691713976512,1,37,0.027027027027027,0.0136988177920245,0.506856258304908
55001,County,Adams,2020-05-17,4,391,20220,20495,Southern,South Central,0,118,0,0,0.833686590363148,0,9,0,0,0.445103857566766
55003,County,Ashland,2020-05-17,2,314,15562,15863,Northern,Northwest,0,45,0,0,0.41309416711036,0,4,0,0,0.257036370646446
55005,County,Barron,2020-05-17,11,1317,45244,45880,Western,Northwest,0,246,0,0,0.776740720158632,0,20,0,0,0.442047564317921
55007,County,Bayfield,2020-05-17,3,318,15036,15204,Northern,Northwest,0,42,0,0,0.399042298483639,0,5,0,0,0.332535248736366
55009,County,Brown,2020-05-17,2096,11030,264542,260329,Northeastern,Northeast,199,3285,0.0605783866057839,0.107463357155278,1.77395541836727,26,476,0.0546218487394958,0.0982830703631181,1.79933621126324
55011,County,Buffalo,2020-05-17,5,490,13031,13509,Western,Western,0,73,0,0,0.800289419735356,0,11,0,0,0.844140894789349
55013,County,Burnett,2020-05-17,1,280,15414,15447,Western,Northwest,1,71,0.0140845070422535,0.00926801238206454,0.658028879126583,0,2,0,0,0.129752173348904
55015,County,Calumet,2020-05-17,57,883,50089,51476,Northeastern,Fox Valley Area,17,297,0.0572390572390572,0.0484851250488416,0.847063655265057,1,49,0.0204081632653061,0.0199644632554054,0.978258699514864
55017,County,Chippewa,2020-05-17,39,1808,64658,64220,Western,Northwest,10,423,0.0236406619385343,0.022094271839083,0.934587698793211,0,99,0,0,1.53113303844845
55019,County,Clark,2020-05-17,28,581,34774,34741,Western,North Central,4,202,0.0198019801980198,0.0164326385066018,0.829848244583392,2,98,0.0204081632653061,0.0575142347731063,2.81819750388221
55021,County,Columbia,2020-05-17,36,1527,57532,57128,Southern,South Central,4,351,0.0113960113960114,0.00993236062414954,0.871564644769122,0,102,0,0,1.77292637141069
55023,County,Crawford,2020-05-17,22,593,16131,16555,Southern,Western,5,226,0.0221238938053097,0.0442803120876396,2.00147010636131,0,19,0,0,1.17785630153121
55025,County,Dane,2020-05-17,537,18460,546695,528496,Southern,South Central,65,3954,0.0164390490642387,0.016985182388195,1.03322171019882,18,629,0.0286168521462639,0.0329251227832704,1.1505501239265
55027,County,Dodge,2020-05-17,105,2059,87839,89205,Southern,South Central,38,660,0.0575757575757576,0.0618013801223993,1.07339239159957,12,58,0.206896551724138,0.136613577112672,0.660298956044582
55029,County,Door,2020-05-17,33,559,27668,28051,Northeastern,Northeast,12,194,0.0618556701030928,0.0619591482682418,1.00167289700324,0,14,0,0,0.505999710857308
55031,County,Douglas,2020-05-17,12,914,43150,43874,Western,Northwest,1,133,0.0075187969924812,0.0033107101473266,0.440324449594438,0,2,0,0,0.0463499420625724
55033,County,Dunn,2020-05-17,20,1489,45368,44777,Western,Northwest,6,225,0.0266666666666667,0.0188931153487669,0.708491825578759,0,5,0,0,0.110209839534474
55035,County,Eau Claire,2020-05-17,66,3498,104646,102893,Western,Northwest,12,901,0.0133185349611543,0.0163817605478061,1.22999718779777,1,80,0.0125,0.00955602698622021,0.764482158897617
55037,County,Florence,2020-05-17,2,209,4295,4421,Northern,Northeast,0,175,0,0,5.82072176949942,0,5,0,0,1.16414435389988
55039,County,Fond du Lac,2020-05-17,139,2695,103403,103373,Northeastern,Southeast,46,721,0.0638002773925104,0.0635516239512255,0.996102627583339,15,17,0.882352941176471,0.145063489453884,0.164405288047736
55041,County,Forest,2020-05-17,9,253,9004,9182,Northern,North Central,6,87,0.0689655172413793,0.0951957859998731,1.38033889699816,2,2,1,0.22212350066637,0.22212350066637
55043,County,Grant,2020-05-17,72,1706,51439,52374,Southern,South Central,4,368,0.0108695652173913,0.0111088584814746,1.02201498029566,0,74,0,0,1.43859717335096
55045,County,Green,2020-05-17,44,868,36960,36864,Southern,South Central,11,206,0.0533980582524272,0.0425170068027211,0.796227581941868,3,24,0.125,0.0811688311688312,0.649350649350649
55047,County,Green Lake,2020-05-17,11,438,18913,19088,Northeastern,Fox Valley Area,3,172,0.0174418604651163,0.0226601506144678,1.29918196856282,1,15,0.0666666666666667,0.0528736847670914,0.793105271506371
55049,County,Iowa,2020-05-17,11,503,23678,23799,Southern,South Central,1,119,0.00840336134453781,0.00603332810444898,0.717966044429428,0,17,0,0,0.717966044429428
55051,County,Iron,2020-05-17,2,75,5687,5844,Northern,North Central,0,15,0,0,0.37679921625763,0,4,0,0,0.703358537014243
55053,County,Jackson,2020-05-17,14,690,20643,20664,Western,Western,0,175,0,0,1.21106428329216,0,38,0,0,1.84081771060408
55055,County,Jefferson,2020-05-17,60,1710,84769,84675,Southern,South Central,10,380,0.0263157894736842,0.0168525218956391,0.640395832034285,2,58,0.0344827586206897,0.0235935306538947,0.684212388962946
55057,County,Juneau,2020-05-17,21,688,26687,26908,Southern,South Central,0,153,0,0,0.819018355646676,0,17,0,0,0.637014276614082
55059,County,Kenosha,2020-05-17,838,4857,169561,168231,Southeastern,Southeast,156,826,0.188861985472155,0.131431840374345,0.69591474454621,18,148,0.121621621621622,0.106156486456202,0.872842221973213
55061,County,Kewaunee,2020-05-17,30,389,20434,20644,Northeastern,Northeast,1,107,0.00934579439252336,0.00699114920510634,0.748052964946378,0,11,0,0,0.538318488793188
55063,County,La Crosse,2020-05-17,45,3530,118016,118333,Western,Western,13,744,0.0174731182795699,0.0157363650449334,0.900604276417725,1,337,0.0029673590504451,0.0084734273318872,2.85554501084599
55065,County,Lafayette,2020-05-17,16,353,16665,16883,Southern,South Central,3,73,0.0410958904109589,0.0257168574000257,0.625776863400626,0,7,0,0,0.42004200420042
55067,County,Langlade,2020-05-17,0,277,19189,19777,Northern,North Central,0,88,0,0,0.655137243807836,0,12,0,0,0.625358278180207
55069,County,Lincoln,2020-05-17,3,329,27593,28442,Northern,North Central,2,67,0.0298507462686567,0.0103545930386071,0.346878866793338,0,12,0,0,0.434892907621498
55071,County,Manitowoc,2020-05-17,22,892,78981,80254,Northeastern,Northeast,3,222,0.0135135135135135,0.00542625984187879,0.40154322829903,1,59,0.0169491525423729,0.0126612729643838,0.747015104898647
55073,County,Marathon,2020-05-17,33,1574,135692,134741,Northern,North Central,9,424,0.0212264150943396,0.00947524014469744,0.446389091261302,1,66,0.0151515151515152,0.00736963122365357,0.486395660761135
55075,County,Marinette,2020-05-17,24,1049,40350,40938,Northeastern,Northeast,8,436,0.018348623853211,0.0283235970968313,1.54363604177731,1,194,0.00515463917525773,0.0247831474597274,4.80793060718711
55077,County,Marquette,2020-05-17,3,315,15574,15378,Northeastern,South Central,0,59,0,0,0.541195032013062,0,10,0,0,0.642095800693463
55078,County,Menominee,2020-05-17,2,148,4556,4382,Northeastern,Fox Valley Area,0,33,0,0,1.034742255111,0,0,NA,0,0
55079,County,Milwaukee,2020-05-17,4945,32238,945726,944479,Southeastern,Southeast,993,6672,0.148830935251799,0.149998142016972,1.00784250104455,186,1201,0.154870940882598,0.19667430101319,1.26992384686474
55081,County,Monroe,2020-05-17,15,1517,46253,45998,Western,Western,1,259,0.00386100386100386,0.00308860274700328,0.79994811147385,0,59,0,0,1.27559293451236
55083,County,Oconto,2020-05-17,30,922,37930,37962,Northeastern,Northeast,3,284,0.0105633802816901,0.0112990094535046,1.06963956159843,0,74,0,0,1.95096229897179
55085,County,Oneida,2020-05-17,7,523,35595,35913,Northern,North Central,0,107,0,0,0.429434310597395,0,9,0,0,0.252844500632111
55087,County,Outagamie,2020-05-17,139,3549,187885,183800,Northeastern,Fox Valley Area,27,1263,0.0213776722090261,0.0205292751265022,0.960313869806379,4,176,0.0227272727272727,0.0212896186497059,0.936743220587061
55089,County,Ozaukee,2020-05-17,122,1462,89221,88360,Southeastern,Southeast,17,125,0.136,0.0272197288594773,0.200145065143216,2,3,0.666666666666667,0.0224162472960402,0.0336243709440603
55091,County,Pepin,2020-05-17,1,295,7287,7349,Western,Northwest,1,42,0.0238095238095238,0.0196043835401596,0.823384108686702,0,3,0,0,0.411692054343351
55093,County,Pierce,2020-05-17,20,877,42754,41635,Western,Northwest,8,293,0.0273037542662116,0.0267309992715803,0.979022848321627,3,26,0.115384615384615,0.0701688730878982,0.608130233428451
55095,County,Polk,2020-05-17,6,781,43783,43900,Western,Northwest,1,210,0.00476190476190476,0.00326284500507372,0.685197451065482,0,26,0,0,0.593837790923418
55097,County,Portage,2020-05-17,7,1034,70772,70719,Northern,North Central,0,475,0,0,0.958813412891297,0,22,0,0,0.310857401232126
55099,County,Price,2020-05-17,1,182,13351,13808,Northern,North Central,0,39,0,0,0.417304214772569,0,0,NA,0,0
55101,County,Racine,2020-05-17,1017,6111,196311,195230,Southeastern,Southeast,313,1588,0.197103274559194,0.227772695948193,1.15560077049754,13,176,0.0738636363636364,0.0662214547325417,0.896536617917488
55103,County,Richland,2020-05-17,14,448,17252,17712,Southern,South Central,1,84,0.0119047619047619,0.00828061342784273,0.69557152793879,0,12,0,0,0.69557152793879
55105,County,Rock,2020-05-17,429,4754,163354,160265,Southern,South Central,75,1178,0.0636672325976231,0.0655893685755213,1.03019034909286,7,119,0.0588235294117647,0.042851720802674,0.728479253645457
55107,County,Rusk,2020-05-17,4,215,14178,14534,Western,Northwest,0,42,0,0,0.423190859077444,0,0,NA,0,0
55111,County,Sauk,2020-05-17,77,2139,64442,62686,Southern,South Central,6,564,0.0106382978723404,0.0133009971314183,1.25029373035332,0,201,0,0,3.11908382731759
55113,County,Sawyer,2020-05-17,4,539,16558,16569,Northern,Northwest,0,79,0,0,0.681586803099063,0,10,0,0,0.603937673632081
55115,County,Shawano,2020-05-17,31,836,40899,41260,Northeastern,Fox Valley Area,9,244,0.0368852459016393,0.0314363257222496,0.852273719580989,0,28,0,0,0.684613315728991
55117,County,Sheboygan,2020-05-17,69,1653,115340,114515,Northeastern,Southeast,3,261,0.0114942528735632,0.0037157224603037,0.323267854046422,1,30,0.0333333333333333,0.00867001907404196,0.260100572221259
55109,County,St. Croix,2020-05-17,44,1682,90687,88169,Western,Northwest,17,706,0.0240793201133144,0.0267797085422544,1.1121455429901,5,79,0.0632911392405063,0.0551346940575827,0.871128166109806
55119,County,Taylor,2020-05-17,0,229,20343,20580,Northern,North Central,0,71,0,0,0.498592004269633,0,23,0,0,1.13061003785086
55121,County,Trempealeau,2020-05-17,10,947,29649,29332,Western,Western,5,226,0.0221238938053097,0.0240913931088979,1.08893096852219,3,99,0.0303030303030303,0.101183851057371,3.33906708489325
55123,County,Vernon,2020-05-17,11,757,30822,30287,Southern,Western,8,202,0.0396039603960396,0.0370792662013219,0.936251471583377,1,39,0.0256410256410256,0.0324443579261566,1.26532995912011
55125,County,Vilas,2020-05-17,4,287,22195,21656,Northern,North Central,0,65,0,0,0.418369645673092,0,15,0,0,0.675827889164226
55127,County,Walworth,2020-05-17,280,2132,103868,102615,Southeastern,Southeast,45,575,0.0782608695652174,0.0618917417161342,0.790838921928382,3,60,0.05,0.0288828128008626,0.577656256017253
55129,County,Washburn,2020-05-17,1,335,15720,15853,Western,Northwest,0,66,0,0,0.599781897491821,0,19,0,0,1.20865139949109
55131,County,Washington,2020-05-17,148,2595,136034,134486,Southeastern,Southeast,31,224,0.138392857142857,0.0325548864884619,0.235235308819854,8,22,0.363636363636364,0.0588088272049635,0.16172427481365
55133,County,Waukesha,2020-05-17,476,7717,404198,398642,Southeastern,Southeast,76,2057,0.0369470102090423,0.0268609514573126,0.727012857206475,9,143,0.0629370629370629,0.022266315023825,0.353787005378552
55135,County,Waupaca,2020-05-17,17,855,50990,51731,Northeastern,Fox Valley Area,4,258,0.0155038759689922,0.0112066791807918,0.722830807161068,0,27,0,0,0.52951559129241
55137,County,Waushara,2020-05-17,5,475,24443,24298,Northeastern,Fox Valley Area,1,215,0.00465116279069767,0.005844501201045,1.25656775822467,0,115,0,0,4.70482346684122
55139,County,Winnebago,2020-05-17,123,2839,171907,169344,Northeastern,Fox Valley Area,25,832,0.0300480769230769,0.0207753527862657,0.691403740726921,6,158,0.0379746835443038,0.0349025926809263,0.919101607264393
55141,County,Wood,2020-05-17,6,1231,72999,74026,Northern,North Central,4,435,0.00919540229885057,0.00782789588115688,0.851283677075811,0,41,0,0,0.561651529473006
55001,County,Adams,2020-05-18,4,399,20220,20495,Southern,South Central,0,103,0,0,0.72770948141868,0,8,0,0,0.39564787339268
55003,County,Ashland,2020-05-18,2,315,15562,15863,Northern,Northwest,0,43,0,0,0.3947344263499,0,1,0,0,0.0642590926616116
55005,County,Barron,2020-05-18,11,1343,45244,45880,Western,Northwest,0,272,0,0,0.858835267817674,0,26,0,0,0.574661833613297
55007,County,Bayfield,2020-05-18,3,319,15036,15204,Northern,Northwest,0,38,0,0,0.361038270056626,0,1,0,0,0.0665070497472732
55009,County,Brown,2020-05-18,2102,11273,264542,260329,Northeastern,Northeast,178,3351,0.0531184720978812,0.09612300288261,1.80959653179565,6,243,0.0246913580246914,0.022680708545335,0.918568696086066
55011,County,Buffalo,2020-05-18,5,497,13031,13509,Western,Western,0,70,0,0,0.767400813444862,0,7,0,0,0.537180569411404
55013,County,Burnett,2020-05-18,1,307,15414,15447,Western,Northwest,1,98,0.0102040816326531,0.00926801238206454,0.908265213442325,0,27,0,0,1.7516543402102
55015,County,Calumet,2020-05-18,58,931,50089,51476,Northeastern,Fox Valley Area,17,330,0.0515151515151515,0.0484851250488416,0.941181839183396,1,48,0.0208333333333333,0.0199644632554054,0.958294236259458
55017,County,Chippewa,2020-05-18,41,1844,64658,64220,Western,Northwest,11,419,0.0262529832935561,0.0243036990229913,0.925749990057578,2,36,0.0555555555555556,0.0309319805747162,0.556775650344892
55019,County,Clark,2020-05-18,28,593,34774,34741,Western,North Central,4,210,0.019047619047619,0.0164326385066018,0.862713521596595,0,12,0,0,0.345085408638638
55021,County,Columbia,2020-05-18,36,1539,57532,57128,Southern,South Central,4,332,0.0120481927710843,0.00993236062414954,0.824385931804412,0,12,0,0,0.20857957310714
55023,County,Crawford,2020-05-18,23,614,16131,16555,Southern,Western,6,121,0.0495867768595041,0.0531363745051675,1.07158355252088,1,21,0.0476190476190476,0.0619924369226954,1.3018411753766
55025,County,Dane,2020-05-18,538,18737,546695,528496,Southern,South Central,64,3909,0.01637247377846,0.0167238718899151,1.02146273777622,1,277,0.0036101083032491,0.00182917348795947,0.506681056164772
55027,County,Dodge,2020-05-18,108,2137,87839,89205,Southern,South Central,34,629,0.0540540540540541,0.0552959716884625,1.02297547623656,3,78,0.0384615384615385,0.034153394278168,0.887988251232368
55029,County,Door,2020-05-18,33,561,27668,28051,Northeastern,Northeast,11,195,0.0564102564102564,0.056795885912555,1.00683615935893,0,2,0,0,0.0722856729796154
55031,County,Douglas,2020-05-18,13,924,43150,43874,Western,Northwest,2,130,0.0153846153846154,0.0066214202946532,0.430392319152458,1,10,0.1,0.0231749710312862,0.231749710312862
55033,County,Dunn,2020-05-18,20,1563,45368,44777,Western,Northwest,6,272,0.0220588235294118,0.0188931153487669,0.856487895810767,0,74,0,0,1.63110562511021
55035,County,Eau Claire,2020-05-18,70,3563,104646,102893,Western,Northwest,13,905,0.0143646408839779,0.0177469072601232,1.23545777464704,4,65,0.0615384615384615,0.0382241079448808,0.621141754104314
55037,County,Florence,2020-05-18,2,212,4295,4421,Northern,Northeast,0,177,0,0,5.88724430400798,0,3,0,0,0.69848661233993
55039,County,Fond du Lac,2020-05-18,142,2912,103403,103373,Northeastern,Southeast,41,927,0.0442286947141316,0.0566438387391358,1.28070337832144,3,217,0.0138248847926267,0.0290126978907769,2.09858514743286
55041,County,Forest,2020-05-18,9,256,9004,9182,Northern,North Central,5,62,0.0806451612903226,0.0793298216665609,0.983689788665355,0,3,0,0,0.333185250999556
55043,County,Grant,2020-05-18,74,1749,51439,52374,Southern,South Central,6,372,0.0161290322580645,0.0166632877222119,1.03312383877714,2,43,0.0465116279069767,0.0388810046851611,0.835941600730963
55045,County,Green,2020-05-18,45,888,36960,36864,Southern,South Central,12,211,0.0568720379146919,0.0463821892393321,0.815553494124923,1,20,0.05,0.0270562770562771,0.541125541125541
55047,County,Green Lake,2020-05-18,11,462,18913,19088,Northeastern,Fox Valley Area,3,189,0.0158730158730159,0.0226601506144678,1.42758948871147,0,24,0,0,1.26896843441019
55049,County,Iowa,2020-05-18,11,510,23678,23799,Southern,South Central,1,120,0.00833333333333333,0.00603332810444898,0.723999372533877,0,7,0,0,0.295633077118
55051,County,Iron,2020-05-18,2,76,5687,5844,Northern,North Central,0,14,0,0,0.351679268507122,0,1,0,0,0.175839634253561
55053,County,Jackson,2020-05-18,14,694,20643,20664,Western,Western,0,170,0,0,1.17646244662667,0,4,0,0,0.193770285326745
55055,County,Jefferson,2020-05-18,61,1778,84769,84675,Southern,South Central,10,410,0.024390243902439,0.0168525218956391,0.690953397721202,1,68,0.0147058823529412,0.0117967653269474,0.80218004223242
55057,County,Juneau,2020-05-18,22,704,26687,26908,Southern,South Central,1,150,0.00666666666666667,0.00535306114801749,0.802959172202624,1,16,0.0625,0.0374714280361225,0.599542848577959
55059,County,Kenosha,2020-05-18,848,4883,169561,168231,Southeastern,Southeast,155,687,0.225618631732169,0.130589328577073,0.57880560472548,10,26,0.384615384615385,0.0589758258090009,0.153337147103402
55061,County,Kewaunee,2020-05-18,30,418,20434,20644,Northeastern,Northeast,1,127,0.0078740157480315,0.00699114920510634,0.887875949048505,0,29,0,0,1.41920328863659
55063,County,La Crosse,2020-05-18,45,3604,118016,118333,Western,Western,13,776,0.0167525773195876,0.0157363650449334,0.939339944220638,0,74,0,0,0.627033622559653
55065,County,Lafayette,2020-05-18,16,360,16665,16883,Southern,South Central,3,68,0.0441176470588235,0.0257168574000257,0.582915434400583,0,7,0,0,0.42004200420042
55067,County,Langlade,2020-05-18,0,290,19189,19777,Northern,North Central,0,93,0,0,0.692360950842372,0,13,0,0,0.677471468028558
55069,County,Lincoln,2020-05-18,3,336,27593,28442,Northern,North Central,2,71,0.028169014084507,0.0103545930386071,0.367588052870552,0,7,0,0,0.253687529445874
55071,County,Manitowoc,2020-05-18,22,1163,78981,80254,Northeastern,Northeast,3,418,0.00717703349282297,0.00542625984187879,0.756058871301778,0,271,0,0,3.43120497334802
55073,County,Marathon,2020-05-18,33,1629,135692,134741,Northern,North Central,8,436,0.018348623853211,0.00842243568417551,0.459022744787565,0,55,0,0,0.405329717300946
55075,County,Marinette,2020-05-18,25,1163,40350,40938,Northeastern,Northeast,4,531,0.00753295668549906,0.0141617985484156,1.87997875730218,1,114,0.0087719298245614,0.0247831474597274,2.82527881040892
55077,County,Marquette,2020-05-18,3,323,15574,15378,Northeastern,South Central,0,57,0,0,0.522849437707535,0,8,0,0,0.513676640554771
55078,County,Menominee,2020-05-18,2,162,4556,4382,Northeastern,Fox Valley Area,0,47,0,0,1.47372381788536,0,14,0,0,3.07287093942054
55079,County,Milwaukee,2020-05-18,5005,33417,945726,944479,Southeastern,Southeast,983,7473,0.131540211427807,0.148487586709651,1.12883798116096,60,1179,0.0508905852417303,0.0634433229074806,1.24666129513199
55081,County,Monroe,2020-05-18,15,1540,46253,45998,Western,Western,0,249,0,0,0.769062084003817,0,23,0,0,0.497265042267529
55083,County,Oconto,2020-05-18,30,970,37930,37962,Northeastern,Northeast,2,315,0.00634920634920635,0.00753267296900305,1.18639599261798,0,48,0,0,1.26548905879251
55085,County,Oneida,2020-05-18,7,530,35595,35913,Northern,North Central,0,107,0,0,0.429434310597395,0,7,0,0,0.196656833824975
55087,County,Outagamie,2020-05-18,142,3673,187885,183800,Northeastern,Fox Valley Area,25,1267,0.0197316495659037,0.0190085880800946,0.963355243899194,3,124,0.0241935483870968,0.0159672139872795,0.659978178140884
55089,County,Ozaukee,2020-05-18,122,1470,89221,88360,Southeastern,Southeast,15,131,0.114503816793893,0.0240174078171859,0.20975202827009,0,8,0,0,0.0896649891841607
55091,County,Pepin,2020-05-18,1,303,7287,7349,Western,Northwest,1,41,0.024390243902439,0.0196043835401596,0.803779725146543,0,8,0,0,1.09784547824894
55093,County,Pierce,2020-05-18,21,892,42754,41635,Western,Northwest,8,270,0.0296296296296296,0.0267309992715803,0.902171225415834,1,15,0.0666666666666667,0.0233896243626327,0.350844365439491
55095,County,Polk,2020-05-18,6,797,43783,43900,Western,Northwest,1,202,0.00495049504950495,0.00326284500507372,0.659094691024892,0,16,0,0,0.365438640568257
55097,County,Portage,2020-05-18,7,1066,70772,70719,Northern,North Central,0,479,0,0,0.966887631105118,0,32,0,0,0.452156219974001
55099,County,Price,2020-05-18,1,183,13351,13808,Northern,North Central,0,40,0,0,0.428004322843661,0,1,0,0,0.0749007564976406
55101,County,Racine,2020-05-18,1034,6213,196311,195230,Southeastern,Southeast,310,1668,0.185851318944844,0.2255895710669,1.21381743399868,17,102,0.166666666666667,0.0865972869579392,0.519583721747635
55103,County,Richland,2020-05-18,14,465,17252,17712,Southern,South Central,1,96,0.0104166666666667,0.00828061342784273,0.794938889072902,0,17,0,0,0.985392997913285
55105,County,Rock,2020-05-18,432,4808,163354,160265,Southern,South Central,71,1069,0.0664172123479888,0.0620912689181602,0.934867133429764,3,54,0.0555555555555556,0.018365023201146,0.330570417620628
55107,County,Rusk,2020-05-18,4,216,14178,14534,Western,Northwest,0,43,0,0,0.433266831912621,0,1,0,0,0.0705318098462406
55111,County,Sauk,2020-05-18,77,2269,64442,62686,Southern,South Central,5,584,0.00856164383561644,0.0110841642761819,1.29463038745805,0,130,0,0,2.01731789826511
55113,County,Sawyer,2020-05-18,4,545,16558,16569,Northern,Northwest,0,75,0,0,0.647076078891516,0,6,0,0,0.362362604179249
55115,County,Shawano,2020-05-18,33,873,40899,41260,Northeastern,Fox Valley Area,8,265,0.030188679245283,0.0279434006419996,0.925625146266238,2,37,0.0540540540540541,0.0489009511234994,0.904667595784738
55117,County,Sheboygan,2020-05-18,69,1922,115340,114515,Northeastern,Southeast,3,477,0.00628930817610063,0.0037157224603037,0.590799871188288,0,269,0,0,2.33223513091729
55109,County,St. Croix,2020-05-18,48,1761,90687,88169,Western,Northwest,19,711,0.0267229254571027,0.029930262488402,1.12002192785547,4,79,0.0506329113924051,0.0441077552460661,0.871128166109806
55119,County,Taylor,2020-05-18,0,235,20343,20580,Northern,North Central,0,74,0,0,0.519659272055674,0,6,0,0,0.294941749004572
55121,County,Trempealeau,2020-05-18,11,971,29649,29332,Western,Western,6,246,0.024390243902439,0.0289096717306775,1.18529654095778,1,24,0.0416666666666667,0.0337279503524571,0.80947080845897
55123,County,Vernon,2020-05-18,11,784,30822,30287,Southern,Western,8,215,0.0372093023255814,0.0370792662013219,0.996505279160525,0,27,0,0,0.875997664006229
55125,County,Vilas,2020-05-18,4,287,22195,21656,Northern,North Central,0,65,0,0,0.418369645673092,0,0,NA,0,0
55127,County,Walworth,2020-05-18,284,2183,103868,102615,Southeastern,Southeast,44,562,0.0782918149466192,0.0605163696779979,0.77295908543261,4,51,0.0784313725490196,0.0385104170678168,0.491007817614665
55129,County,Washburn,2020-05-18,1,339,15720,15853,Western,Northwest,0,63,0,0,0.572519083969466,0,4,0,0,0.254452926208651
55131,County,Washington,2020-05-18,149,2596,136034,134486,Southeastern,Southeast,31,224,0.138392857142857,0.0325548864884619,0.235235308819854,1,1,1,0.00735110340062043,0.00735110340062043
55133,County,Waukesha,2020-05-18,482,7885,404198,398642,Southeastern,Southeast,73,2073,0.035214664737096,0.0258006507418924,0.732667794355383,6,168,0.0357142857142857,0.0148442100158833,0.415637880444733
55135,County,Waupaca,2020-05-18,17,904,50990,51731,Northeastern,Fox Valley Area,4,293,0.0136518771331058,0.0112066791807918,0.820889249992996,0,49,0,0,0.960972739752893
55137,County,Waushara,2020-05-18,7,514,24443,24298,Northeastern,Fox Valley Area,3,250,0.012,0.017533503603135,1.46112530026125,2,39,0.0512820512820513,0.0818230168146299,1.59554882788528
55139,County,Winnebago,2020-05-18,124,3089,171907,169344,Northeastern,Fox Valley Area,24,1040,0.0230769230769231,0.019944338674815,0.864254675908652,1,250,0.004,0.00581709878015439,1.4542746950386
55141,County,Wood,2020-05-18,7,1266,72999,74026,Northern,North Central,3,339,0.00884955752212389,0.00587092191086766,0.663414175928046,1,35,0.0285714285714286,0.0136988177920245,0.479458622720859
55001,County,Adams,2020-05-19,4,403,20220,20495,Southern,South Central,0,94,0,0,0.664123216051999,0,4,0,0,0.19782393669634
55003,County,Ashland,2020-05-19,2,333,15562,15863,Northern,Northwest,0,56,0,0,0.514072741292893,0,18,0,0,1.15666366790901
55005,County,Barron,2020-05-19,11,1397,45244,45880,Western,Northwest,0,265,0,0,0.836732889601778,0,54,0,0,1.19352842365839
55007,County,Bayfield,2020-05-19,3,336,15036,15204,Northern,Northwest,0,46,0,0,0.437046326910652,0,17,0,0,1.13061984570364
55009,County,Brown,2020-05-19,2118,11289,264542,260329,Northeastern,Northeast,160,2774,0.0576784426820476,0.0864026992203236,1.49800679773236,16,16,1,0.0604818894542265,0.0604818894542265
55011,County,Buffalo,2020-05-19,5,513,13031,13509,Western,Western,0,77,0,0,0.844140894789349,0,16,0,0,1.22784130151178
55013,County,Burnett,2020-05-19,1,310,15414,15447,Western,Northwest,1,71,0.0140845070422535,0.00926801238206454,0.658028879126583,0,3,0,0,0.194628260023355
55015,County,Calumet,2020-05-19,58,972,50089,51476,Northeastern,Fox Valley Area,15,327,0.0458715596330275,0.0427809926901544,0.932625640645366,0,41,0,0,0.818542993471621
55017,County,Chippewa,2020-05-19,42,1866,64658,64220,Western,Northwest,11,417,0.026378896882494,0.0243036990229913,0.921331135689761,1,22,0.0454545454545455,0.0154659902873581,0.340251786321878
55019,County,Clark,2020-05-19,28,596,34774,34741,Western,North Central,4,203,0.0197044334975369,0.0164326385066018,0.833956404210042,0,3,0,0,0.0862713521596595
55021,County,Columbia,2020-05-19,36,1553,57532,57128,Southern,South Central,2,304,0.00657894736842105,0.00496618031207477,0.754859407435365,0,14,0,0,0.243342835291664
55023,County,Crawford,2020-05-19,23,621,16131,16555,Southern,Western,6,114,0.0526315789473684,0.0531363745051675,1.00959111559818,0,7,0,0,0.433947058458868
