FIPS,GEO,County,Date,Cases,Tests,Population,pop_2018,Region,herc_region,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
55053,County,Jackson,2020-04-17,11,155,20643,20664,Western,Western,1,35,0.0285714285714286,0.00692036733309804,0.242212856658431,0,0,NA,0,0
55055,County,Jefferson,2020-04-17,27,577,84769,84675,Southern,South Central,6,121,0.0495867768595041,0.0101115131373834,0.203915514937233,3,16,0.1875,0.0353902959808421,0.188748245231158
55057,County,Juneau,2020-04-17,7,236,26687,26908,Southern,South Central,2,49,0.0408163265306122,0.010706122296035,0.262299996252857,0,6,0,0,0.224828568216735
55059,County,Kenosha,2020-04-17,218,1559,169561,168231,Southeastern,Southeast,71,338,0.210059171597633,0.0598183376062723,0.284768987477747,10,65,0.153846153846154,0.0589758258090009,0.383342867758506
55061,County,Kewaunee,2020-04-17,8,82,20434,20644,Northeastern,Northeast,7,26,0.269230769230769,0.0489380444357443,0.181769879332765,2,5,0.4,0.0978760888714887,0.244690222178722
55063,County,La Crosse,2020-04-17,25,1417,118016,118333,Western,Western,0,294,0,0,0.355883947939262,0,42,0,0,0.355883947939262
55065,County,Lafayette,2020-04-17,3,66,16665,16883,Southern,South Central,1,14,0.0714285714285714,0.00857228580000857,0.12001200120012,0,2,0,0,0.12001200120012
55067,County,Langlade,2020-04-17,0,67,19189,19777,Northern,North Central,0,16,0,0,0.119115862510516,0,6,0,0,0.312679139090104
55069,County,Lincoln,2020-04-17,0,124,27593,28442,Northern,North Central,0,19,0,0,0.0983686338667674,0,6,0,0,0.217446453810749
55071,County,Manitowoc,2020-04-17,5,204,78981,80254,Northeastern,Northeast,2,43,0.0465116279069767,0.00361750656125253,0.0777763910669293,0,8,0,0,0.101290183715071
55073,County,Marathon,2020-04-17,16,475,135692,134741,Northern,North Central,4,115,0.0347826086956522,0.00421121784208775,0.121072512960023,2,20,0.1,0.0147392624473071,0.147392624473071
55075,County,Marinette,2020-04-17,4,179,40350,40938,Northeastern,Northeast,1,54,0.0185185185185185,0.00354044963710391,0.191184280403611,0,5,0,0,0.123915737298637
55077,County,Marquette,2020-04-17,3,115,15574,15378,Northeastern,South Central,1,21,0.0476190476190476,0.00917279715276377,0.192628740208039,0,4,0,0,0.256838320277385
55078,County,Menominee,2020-04-17,1,13,4556,4382,Northeastern,Fox Valley Area,0,4,0,0,0.125423303649818,0,3,0,0,0.658472344161545
55079,County,Milwaukee,2020-04-17,2013,10614,945726,944479,Southeastern,Southeast,438,2279,0.192189556823168,0.0661623224606583,0.344255554538448,66,351,0.188034188034188,0.0697876551982287,0.371143439008762
55081,County,Monroe,2020-04-17,13,496,46253,45998,Western,Western,5,117,0.0427350427350427,0.0154430137350164,0.361366521399384,1,14,0.0714285714285714,0.021620219229023,0.302683069206322
55083,County,Oconto,2020-04-17,4,184,37930,37962,Northeastern,Northeast,1,51,0.0196078431372549,0.00376633648450153,0.192083160709578,0,6,0,0,0.158186132349064
55085,County,Oneida,2020-04-17,6,215,35595,35913,Northern,North Central,1,61,0.0163934426229508,0.00401340477193827,0.244817691088235,0,18,0,0,0.505689001264222
55087,County,Outagamie,2020-04-17,31,805,187885,183800,Northeastern,Fox Valley Area,2,251,0.00796812749003984,0.00152068704640757,0.19084622432415,0,41,0,0,0.218218591159486
55089,County,Ozaukee,2020-04-17,78,712,89221,88360,Southeastern,Southeast,7,138,0.0507246376811594,0.0112081236480201,0.22096015191811,1,2,0.5,0.0112081236480201,0.0224162472960402
55091,County,Pepin,2020-04-17,0,86,7287,7349,Western,Northwest,0,17,0,0,0.333274520182713,0,6,0,0,0.823384108686702
55093,County,Pierce,2020-04-17,7,299,42754,41635,Western,Northwest,0,58,0,0,0.193799744718957,0,7,0,0,0.163727370538429
55095,County,Polk,2020-04-17,4,168,43783,43900,Western,Northwest,3,47,0.0638297872340425,0.00978853501522117,0.153353715238465,1,13,0.0769230769230769,0.0228399150355161,0.296918895461709
55097,County,Portage,2020-04-17,4,220,70772,70719,Northern,North Central,0,61,0,0,0.123131827760777,0,8,0,0,0.1130390549935
55099,County,Price,2020-04-17,1,49,13351,13808,Northern,North Central,1,10,0.1,0.0107001080710915,0.107001080710915,0,2,0,0,0.149801512995281
55101,County,Racine,2020-04-17,157,1369,196311,195230,Southeastern,Southeast,57,412,0.138349514563107,0.0414793727445591,0.299815817030848,14,76,0.184210526315789,0.0713154127888911,0.387140812282552
55103,County,Richland,2020-04-17,8,180,17252,17712,Southern,South Central,4,25,0.16,0.0331224537113709,0.207015335696068,1,8,0.125,0.0579642939948991,0.463714351959193
55105,County,Rock,2020-04-17,63,1188,163354,160265,Southern,South Central,12,208,0.0576923076923077,0.0104942989720834,0.181901182182779,0,17,0,0,0.104068464806494
55107,County,Rusk,2020-04-17,3,85,14178,14534,Western,Northwest,0,16,0,0,0.161215565362836,0,1,0,0,0.0705318098462406
55109,County,St. Croix,2020-04-17,11,304,90687,88169,Western,Northwest,4,71,0.0563380281690141,0.00630110789229516,0.111844665088239,0,9,0,0,0.0992424493036488
55111,County,Sauk,2020-04-17,31,516,64442,62686,Southern,South Central,6,120,0.05,0.0133009971314183,0.266019942628366,0,18,0,0,0.279320939759784
55113,County,Sawyer,2020-04-17,2,181,16558,16569,Northern,Northwest,1,82,0.0121951219512195,0.00862768105188687,0.707469846254724,0,20,0,0,1.20787534726416
55115,County,Shawano,2020-04-17,6,217,40899,41260,Northeastern,Fox Valley Area,1,68,0.0147058823529412,0.00349292508024995,0.237518905456997,0,7,0,0,0.171153328932248
55117,County,Sheboygan,2020-04-17,38,638,115340,114515,Northeastern,Southeast,5,99,0.0505050505050505,0.00619287076717283,0.122618841190022,1,12,0.0833333333333333,0.00867001907404196,0.104040228888504
55119,County,Taylor,2020-04-17,0,68,20343,20580,Northern,North Central,0,15,0,0,0.105336338930204,0,3,0,0,0.147470874502286
55121,County,Trempealeau,2020-04-17,1,330,29649,29332,Western,Western,0,83,0,0,0.399917125607705,0,10,0,0,0.337279503524571
55123,County,Vernon,2020-04-17,0,253,30822,30287,Southern,Western,0,65,0,0,0.30126903788574,0,9,0,0,0.29199922133541
55125,County,Vilas,2020-04-17,4,91,22195,21656,Northern,North Central,0,20,0,0,0.128729121745567,0,4,0,0,0.180220770443794
55127,County,Walworth,2020-04-17,75,528,103868,102615,Southeastern,Southeast,40,132,0.303030303030303,0.0550148815254526,0.181549109033994,4,17,0.235294117647059,0.0385104170678168,0.163669272538222
55129,County,Washburn,2020-04-17,1,113,15720,15853,Western,Northwest,1,38,0.0263157894736842,0.00908760450745183,0.34532897128317,0,6,0,0,0.381679389312977
55131,County,Washington,2020-04-17,81,1265,136034,134486,Southeastern,Southeast,14,281,0.0498220640569395,0.0147022068012409,0.295094293653477,2,3,0.666666666666667,0.0147022068012409,0.0220533102018613
55133,County,Waukesha,2020-04-17,255,2689,404198,398642,Southeastern,Southeast,62,544,0.113970588235294,0.0219128814520182,0.192267863062869,10,75,0.133333333333333,0.0247403500264722,0.185552625198541
55135,County,Waupaca,2020-04-17,4,249,50990,51731,Northeastern,Fox Valley Area,1,81,0.0123456790123457,0.00280166979519794,0.226935253411033,0,14,0,0,0.274563639929398
55137,County,Waushara,2020-04-17,2,93,24443,24298,Northeastern,Fox Valley Area,0,22,0,0,0.12857902642299,0,2,0,0,0.0818230168146299
55139,County,Winnebago,2020-04-17,34,796,171907,169344,Northeastern,Fox Valley Area,9,187,0.0481283422459893,0.00747912700305564,0.155399638841267,2,37,0.0540540540540541,0.0116341975603088,0.215232654865712
55141,County,Wood,2020-04-17,2,303,72999,74026,Northern,North Central,0,56,0,0,0.109590542336196,0,12,0,0,0.164385813504295
55001,County,Adams,2020-04-18,4,111,20220,20495,Southern,South Central,2,33,0.0606060606060606,0.0141302811925957,0.23314963967783,0,5,0,0,0.247279920870425
55003,County,Ashland,2020-04-18,2,74,15562,15863,Northern,Northwest,1,15,0.0666666666666667,0.00917987038023023,0.137698055703453,0,3,0,0,0.192777277984835
55005,County,Barron,2020-04-18,6,561,45244,45880,Western,Northwest,0,126,0,0,0.397842807886129,0,23,0,0,0.508354698965609
55007,County,Bayfield,2020-04-18,3,106,15036,15204,Northern,Northwest,0,17,0,0,0.161517120814806,0,4,0,0,0.266028198989093
55009,County,Brown,2020-04-18,204,1361,264542,260329,Northeastern,Northeast,144,533,0.270168855534709,0.0777624292982913,0.287828991777703,24,88,0.272727272727273,0.0907228341813398,0.332650391998246
55011,County,Buffalo,2020-04-18,4,133,13031,13509,Western,Western,1,19,0.0526315789473684,0.010962868763498,0.208294506506463,0,6,0,0,0.460440488066917
55013,County,Burnett,2020-04-18,0,63,15414,15447,Western,Northwest,0,16,0,0,0.148288198113033,0,4,0,0,0.259504346697807
55015,County,Calumet,2020-04-18,5,239,50089,51476,Northeastern,Fox Valley Area,1,62,0.0161290322580645,0.00285206617934363,0.176828103119305,0,12,0,0,0.239573559064865
55017,County,Chippewa,2020-04-18,20,722,64658,64220,Western,Northwest,2,144,0.0138888888888889,0.0044188543678166,0.318157514482795,0,35,0,0,0.541309660057533
55019,County,Clark,2020-04-18,14,141,34774,34741,Western,North Central,7,35,0.2,0.0287571173865532,0.143785586932766,2,9,0.222222222222222,0.0575142347731063,0.258814056478979
55021,County,Columbia,2020-04-18,27,571,57532,57128,Southern,South Central,3,93,0.032258064516129,0.00744927046811216,0.230927384511477,0,16,0,0,0.278106097476187
55023,County,Crawford,2020-04-18,3,151,16131,16555,Southern,Western,0,28,0,0,0.247969747690782,0,5,0,0,0.309962184613477
55025,County,Dane,2020-04-18,358,6917,546695,528496,Southern,South Central,31,1003,0.0309072781655035,0.00810062544667763,0.262094429774763,7,182,0.0384615384615385,0.0128042144157163,0.332909574808623
55027,County,Dodge,2020-04-18,19,625,87839,89205,Southern,South Central,1,134,0.00746268656716418,0.00162635210848419,0.217931182536882,0,17,0,0,0.193535900909619
55029,County,Door,2020-04-18,9,113,27668,28051,Northeastern,Northeast,0,9,0,0,0.0464693612011814,0,1,0,0,0.0361428364898077
55031,County,Douglas,2020-04-18,8,380,43150,43874,Western,Northwest,1,111,0.00900900900900901,0.0033107101473266,0.367488826353253,1,15,0.0666666666666667,0.0231749710312862,0.347624565469293
55033,County,Dunn,2020-04-18,9,691,45368,44777,Western,Northwest,0,145,0,0,0.456583620928534,0,29,0,0,0.639217069299947
55035,County,Eau Claire,2020-04-18,22,1399,104646,102893,Western,Northwest,1,296,0.00337837837837838,0.00136514671231717,0.404083426845883,0,46,0,0,0.43957724136613
55037,County,Florence,2020-04-18,2,13,4295,4421,Northern,Northeast,0,6,0,0,0.199567603525694,0,2,0,0,0.465657741559953
55039,County,Fond du Lac,2020-04-18,62,1069,103403,103373,Northeastern,Southeast,10,192,0.0520833333333333,0.0138155704241795,0.265258952144246,1,18,0.0555555555555556,0.00967089929692562,0.174076187344661
55041,County,Forest,2020-04-18,0,35,9004,9182,Northern,North Central,0,11,0,0,0.174525607666434,0,1,0,0,0.111061750333185
55043,County,Grant,2020-04-18,15,347,51439,52374,Southern,South Central,10,115,0.0869565217391304,0.0277721462036865,0.319379681342394,2,13,0.153846153846154,0.0388810046851611,0.252726530453547
55045,County,Green,2020-04-18,9,234,36960,36864,Southern,South Central,0,43,0,0,0.166202844774273,0,4,0,0,0.108225108225108
55047,County,Green Lake,2020-04-18,1,124,18913,19088,Northeastern,Fox Valley Area,1,39,0.0256410256410256,0.00755338353815592,0.294581957988081,0,7,0,0,0.37011579336964
55049,County,Iowa,2020-04-18,6,178,23678,23799,Southern,South Central,2,31,0.0645161290322581,0.012066656208898,0.187033171237918,0,3,0,0,0.126699890193429
55051,County,Iron,2020-04-18,2,28,5687,5844,Northern,North Central,0,8,0,0,0.200959582004069,0,2,0,0,0.351679268507122
55053,County,Jackson,2020-04-18,11,170,20643,20664,Western,Western,1,42,0.0238095238095238,0.00692036733309804,0.290655427990118,0,15,0,0,0.726638569975294
55055,County,Jefferson,2020-04-18,27,590,84769,84675,Southern,South Central,5,105,0.0476190476190476,0.00842626094781954,0.17695147990421,0,13,0,0,0.153357949250316
55057,County,Juneau,2020-04-18,10,243,26687,26908,Southern,South Central,5,45,0.111111111111111,0.0267653057400875,0.240887751660787,3,7,0.428571428571429,0.112414284108367,0.262299996252857
55059,County,Kenosha,2020-04-18,236,1604,169561,168231,Southeastern,Southeast,73,323,0.226006191950464,0.0615033612008152,0.272131310518676,18,45,0.4,0.106156486456202,0.265391216140504
55061,County,Kewaunee,2020-04-18,8,85,20434,20644,Northeastern,Northeast,7,28,0.25,0.0489380444357443,0.195752177742977,0,3,0,0,0.146814133307233
55063,County,La Crosse,2020-04-18,25,1471,118016,118333,Western,Western,0,340,0,0,0.41156647040595,0,54,0,0,0.457565075921909
55065,County,Lafayette,2020-04-18,3,73,16665,16883,Southern,South Central,0,20,0,0,0.171445716000171,0,7,0,0,0.42004200420042
55067,County,Langlade,2020-04-18,0,69,19189,19777,Northern,North Central,0,18,0,0,0.13400534532433,0,2,0,0,0.104226379696701
55069,County,Lincoln,2020-04-18,0,127,27593,28442,Northern,North Central,0,18,0,0,0.0931913373474639,0,3,0,0,0.108723226905375
55071,County,Manitowoc,2020-04-18,6,207,78981,80254,Northeastern,Northeast,3,38,0.0789473684210526,0.00542625984187879,0.068732624663798,1,3,0.333333333333333,0.0126612729643838,0.0379838188931515
55073,County,Marathon,2020-04-18,17,482,135692,134741,Northern,North Central,4,96,0.0416666666666667,0.00421121784208775,0.101069228210106,1,7,0.142857142857143,0.00736963122365357,0.051587418565575
55075,County,Marinette,2020-04-18,5,196,40350,40938,Northeastern,Northeast,2,67,0.0298507462686567,0.00708089927420782,0.237210125685962,1,17,0.0588235294117647,0.0247831474597274,0.421313506815366
55077,County,Marquette,2020-04-18,3,116,15574,15378,Northeastern,South Central,1,19,0.0526315789473684,0.00917279715276377,0.174283145902512,0,1,0,0,0.0642095800693464
55078,County,Menominee,2020-04-18,1,13,4556,4382,Northeastern,Fox Valley Area,0,4,0,0,0.125423303649818,0,0,NA,0,0
55079,County,Milwaukee,2020-04-18,2065,10997,945726,944479,Southeastern,Southeast,412,2303,0.178897090751194,0.0622348786616238,0.347880887276019,52,383,0.135770234986945,0.0549842131864832,0.404979877892751
55081,County,Monroe,2020-04-18,13,530,46253,45998,Western,Western,5,125,0.04,0.0154430137350164,0.38607534337541,0,34,0,0,0.735087453786781
55083,County,Oconto,2020-04-18,4,192,37930,37962,Northeastern,Northeast,1,55,0.0181818181818182,0.00376633648450153,0.207148506647584,0,8,0,0,0.210914843132085
55085,County,Oneida,2020-04-18,6,221,35595,35913,Northern,North Central,1,66,0.0151515151515152,0.00401340477193827,0.264884714947926,0,6,0,0,0.168563000421408
55087,County,Outagamie,2020-04-18,33,846,187885,183800,Northeastern,Fox Valley Area,4,261,0.0153256704980843,0.00304137409281513,0.198449659556187,2,41,0.0487804878048781,0.010644809324853,0.218218591159486
55089,County,Ozaukee,2020-04-18,79,742,89221,88360,Southeastern,Southeast,7,124,0.0564516129032258,0.0112081236480201,0.19854390462207,1,30,0.0333333333333333,0.0112081236480201,0.336243709440603
55091,County,Pepin,2020-04-18,0,87,7287,7349,Western,Northwest,0,17,0,0,0.333274520182713,0,1,0,0,0.137230684781117
55093,County,Pierce,2020-04-18,7,308,42754,41635,Western,Northwest,0,57,0,0,0.190458369810009,0,9,0,0,0.210506619263695
55095,County,Polk,2020-04-18,4,179,43783,43900,Western,Northwest,3,50,0.06,0.00978853501522117,0.163142250253686,0,11,0,0,0.251239065390677
55097,County,Portage,2020-04-18,4,222,70772,70719,Northern,North Central,0,41,0,0,0.0827607366916698,0,2,0,0,0.0282597637483751
55099,County,Price,2020-04-18,1,50,13351,13808,Northern,North Central,0,9,0,0,0.0963009726398237,0,1,0,0,0.0749007564976406
55101,County,Racine,2020-04-18,164,1447,196311,195230,Southeastern,Southeast,59,462,0.127705627705628,0.0429347893320875,0.336201231719058,7,78,0.0897435897435897,0.0356577063944455,0.39732872839525
55103,County,Richland,2020-04-18,8,193,17252,17712,Southern,South Central,3,37,0.0810810810810811,0.0248418402835282,0.306382696830181,0,13,0,0,0.753535821933689
55105,County,Rock,2020-04-18,68,1235,163354,160265,Southern,South Central,15,235,0.0638297872340425,0.0131178737151043,0.205513354869967,5,47,0.106382978723404,0.03060837200191,0.287718696817954
55107,County,Rusk,2020-04-18,4,91,14178,14534,Western,Northwest,1,20,0.05,0.0100759728351772,0.201519456703545,1,6,0.166666666666667,0.0705318098462406,0.423190859077444
55109,County,St. Croix,2020-04-18,11,319,90687,88169,Western,Northwest,3,70,0.0428571428571429,0.00472583091922137,0.110269388115165,0,15,0,0,0.165404082172748
55111,County,Sauk,2020-04-18,32,538,64442,62686,Southern,South Central,7,119,0.0588235294117647,0.0155178299866547,0.263803109773129,1,22,0.0454545454545455,0.0155178299866547,0.341392259706403
55113,County,Sawyer,2020-04-18,2,186,16558,16569,Northern,Northwest,1,73,0.0136986301369863,0.00862768105188687,0.629820716787742,0,5,0,0,0.301968836816041
55115,County,Shawano,2020-04-18,6,225,40899,41260,Northeastern,Fox Valley Area,1,75,0.0133333333333333,0.00349292508024995,0.261969381018747,0,8,0,0,0.195603804493997
55117,County,Sheboygan,2020-04-18,39,648,115340,114515,Northeastern,Southeast,5,102,0.0490196078431373,0.00619287076717283,0.126334563650326,1,10,0.1,0.00867001907404196,0.0867001907404196
55119,County,Taylor,2020-04-18,0,70,20343,20580,Northern,North Central,0,12,0,0,0.0842690711441633,0,2,0,0,0.0983139163348572
55121,County,Trempealeau,2020-04-18,1,339,29649,29332,Western,Western,0,79,0,0,0.380644011120587,0,9,0,0,0.303551553172114
55123,County,Vernon,2020-04-18,0,265,30822,30287,Southern,Western,0,70,0,0,0.324443579261566,0,12,0,0,0.38933229511388
55125,County,Vilas,2020-04-18,4,94,22195,21656,Northern,North Central,0,17,0,0,0.109419753483732,0,3,0,0,0.135165577832845
55127,County,Walworth,2020-04-18,86,589,103868,102615,Southeastern,Southeast,51,178,0.286516853932584,0.0701439739449521,0.244816222788264,11,61,0.180327868852459,0.105903646936496,0.587283860284207
55129,County,Washburn,2020-04-18,1,119,15720,15853,Western,Northwest,1,38,0.0263157894736842,0.00908760450745183,0.34532897128317,0,6,0,0,0.381679389312977
55131,County,Washington,2020-04-18,82,1318,136034,134486,Southeastern,Southeast,11,259,0.0424710424710425,0.0115517339152607,0.271990825822956,1,53,0.0188679245283019,0.00735110340062043,0.389608480232883
55133,County,Waukesha,2020-04-18,259,2771,404198,398642,Southeastern,Southeast,58,523,0.110898661567878,0.0204991471647912,0.184845758054928,4,82,0.0487804878048781,0.00989614001058887,0.202870870217072
55135,County,Waupaca,2020-04-18,4,261,50990,51731,Northeastern,Fox Valley Area,1,88,0.0113636363636364,0.00280166979519794,0.246546941977419,0,12,0,0,0.235340262796627
